<BEGIN>
ID;Name;New generation cost ($/(MWh/h)
0;PAMPA SUL;180.0;
1;CANDIOTA 3;85.87;
2;P. PECEM-unit1;131.16;
3;P. PECEM-unit2;131.16;
4;P.ITAQUI;138.13;
5;PECEM 2;143.48;
6;J.LACERDA-C-unit7;206.84;
7;J.LACERDA-B-unit5;244.14;
8;J.LACERDA-B-unit6;244.14;
9;J.LACERDA-A1-unit1;270.48;
10;J.LACERDA-A1-unit2;270.48;
11;J.LACERDA-A2-unit3;245.21;
12;J.LACERDA-A2-unit4;245.21;
13;ARAUCARIA-unit1;471.95;
14;ARAUCARIA-unit2;471.95;
15;ARAUCARIA-unit3;471.95;
16;CUBATAO-unit1;331.4;
17;CUBATAO-unit2;331.4;
18;SEROPEDICA-unit1;343.14;
19;SEROPEDICA-unit2;343.14;
20;SEROPEDICA-unit3;343.14;
21;SEROPEDICA-unit4;343.14;
22;SEROPEDICA-unit5;343.14;
23;SEROPEDICA-unit6;343.14;
24;SEROPEDICA-unit7;343.14;
25;SEROPEDICA-unit8;343.14;
26;JARAQUI-unit6;0.0;
27;JARAQUI-unit7;0.0;
28;MANAUARA-unit1;0.0;
29;MANAUARA-unit2;0.0;
30;MANAUARA-unit3;0.0;
31;MANAUARA-unit4;0.0;
32;MANAUARA-unit5;0.0;
33;N.FLU_DESSEM-unit1;0.0;
34;N.FLU_DESSEM-unit2;0.0;
35;N.FLU_DESSEM-unit3;0.0;
36;N.FLU_DESSEM-unit4;0.0;
37;P. NEGRA-unit1;0.0;
38;P. NEGRA-unit2;0.0;
39;P. NEGRA-unit3;0.0;
40;P. NEGRA-unit4;0.0;
41;TERMORIO-unit1;267.18;
42;TERMORIO-unit2;267.18;
43;TERMORIO-unit3;267.18;
44;TERMORIO-unit4;267.18;
45;TERMORIO-unit5;267.18;
46;TERMORIO-unit6;267.18;
47;TERMORIO-unit7;267.18;
48;TERMORIO-unit8;267.18;
49;T.LAGOAS-unit1;224.13;
50;T.LAGOAS-unit2;224.13;
51;T.LAGOAS-unit3;224.13;
52;T.LAGOAS-unit4;224.13;
53;T.LAGOAS-unit5;224.13;
54;T.LAGOAS-unit6;224.13;
55;MARANHAO 3-unit1;82.48;
56;MARANHAO 3-unit2;80.44;
57;MARANHAO 3-unit3;80.44;
58;TERMOPERNAMB-unit1;170.26;
59;TERMOPERNAMB-unit2;170.26;
60;TERMOPERNAMB-unit3;170.26;
61;B FLUMINENSE-unit1;112.08;
62;B FLUMINENSE-unit2;112.08;
63;B FLUMINENSE-unit3;112.08;
64;MARANHAO 4-unit1;118.34;
65;MARANHAO 4-unit2;127.77;
66;MARANHAO 5-unit1;118.34;
67;MARANHAO 5-unit2;127.77;
68;FORTALEZA-unit1;180.57;
69;FORTALEZA-unit2;180.57;
70;FORTALEZA-unit3;180.57;
71;LINHARES-unit1;187.98;
72;LINHARES-unit2;187.98;
73;LINHARES-unit3;187.98;
74;LINHARES-unit4;187.98;
75;N VENECIA;223.51;
76;J.DEFORA-unit1;283.74;
77;J.DEFORA-unit2;283.74;
78;RALMEIDA(L)-unit1;345.02;
79;RALMEIDA(L)-unit2;345.02;
80;RALMEIDA(L)-unit3;345.02;
81;RALMEIDA(L)-unit4;345.02;
82;IBIRITE-gas;346.37;
83;IBIRITE-steam;346.37;
84;TERMOCEARA(L)-unit1;370.38;
