<BEGIN>;;
ID;Name;Initial reservoir volume (hm3)
1;ITAIPU;27695.19
2;TUCURUI;22745.9116
3;BELO MONTE;1969.69
4;JIRAU;1249.83
5;STO ANTONIO;2077.3
6;I. SOLTEIRA;18394.5047
7;XINGO;3748.4966
8;P.AFONSO 4;116.4375
9;ITUMBIARA;6340.2226
10;TELES PIRES;897.22
11;SAO SIMAO;8027.116
12;G.B. MUNHOZ;2237.6865
13;JUPIA;3253.6145
14;P. PRIMAVERA;15978.72603
15;MARIMBONDO;1430.202
16;ITAPARICA;9120.4716
17;ITA;4604.554505
18;SLT.SANTIAGO;4307.2
19;P.AFONSO 123;26
20;A. VERMELHA;6551.2305
21;FURNAS;10872.2745
22;SERRA MESA;23290.275
23;SEGREDO;2605.8828
24;SALTO CAXIAS;3336.222528
25;EMBORCACAO;7160.0848
26;MACHADINHO;2575.6833
27;LC BARRETO;1265.718845
28;ESTREITO TOC;5075.709984
29;SALTO OSORIO;1077.685086
30;SOBRADINHO;22998.1618
31;LAJEADO;4821.524493
32;CAMPOS NOVOS;1334.3812
33;TRES IRMAOS;11592.6609
34;BARRA GRANDE;2986.311032
35;CACH.DOURADA;464.9938
36;MOXOTO;1086.964
37;TRES MARIAS;13216.6582
38;PIMENTAL;2289.24367
39;CHAVANTES;7042.4717
40;ROSANA;1858.584348
41;TAQUARUCU;637.421511
42;CAPIVARA;6537.2068
43;FONTES;467
44;NILO PEÇANHA;38
45;PEREIRA PASSOS;15.4
46;FUNIL;515.32
47;LAJES;267.214
48;PARAIBUNA;2718.6232
49;SANTA BRANCA;210.4948
50;JAGUARI;604.5341
51;SANTA CECÍLIA;6
52;SANTANA;10.1076
53;VIGARIO;17.4882
54;PICADA;7
55;SOBRAGI;0.087
56;SIMPLÍCIO;126.5
57;ILHA DOS POMBOS;8
58;CORUMBÁ IV;3009.72872
59;CORUMBÁ III;717.5212
60;CORUMBÁ I;563.524
61;BATALHA;709.958076
62;SERRA DO FACÃO;2782.653
63;NOVA PONTE;5005.962
64;MIRANDA;1104.7848
65;AMADOR AGUIAR I;241.13
66;AMADOR AGUIAR II;864.09688
67;ESPORA;128.93745
68;SALTO;1151.916412
69;SALTO DO RIO VERDINHO;394.3
70;CAÇU;229.57925
71;BARRA DOS COQUEIROS;340.936976
72;FOZ DO RIO CLARO;95.33
73;CAMARGOS;200.5056
74;ITUTINGA;11.21
75;FUNIL - GRANDE;267.372553
76;MASCARENHAS DE MORAES;2535
77;JAGUARA;413.316
78;IGARAPAVA;232.025002
79;VOLTA GRANDE;2076.4196
80;PORTO COLÔMBIA;1385.5208
81;CACONDE;257.104037
82;E. DA CUNHA;13.34
83;A. S. OLIVEIRA;22.63946
84;SÃO DOMINGOS;112.31
85;GUARAPIRANGA;114.284
86;BILLINGS;679.982
87;PEDREIRA;0.64
88;TRAIÇÃO;0.64
90;EDGARD DE SOUZA;0.64
91;BARRA BONITA;1816.076
92;BARIRI;519.275179
93;IBITINGA;945.72
94;PROMISSÃO;5918.40273
95;N.AVANHANDAVA;2558.405
96;HENRY BORDEN;1
97;JURUMIRIM;4753.361174
98;PIRAJU;114.031872
99;OURINHOS;22.34
100;L. N. GARCEZ;41.581616
101;CANOAS II;151
102;CANOAS I;212
103;MAUÁ;1628.376
104;SANTA CLARA - PR;202.7718
105;FUNDÃO;29.2428
106;JORDÃO;110
107;BAIXO IGUAÇU;211.92
108;MANSO;5315.2699
109;ITIQUIRA I;5
110;ITIQUIRA II;1
111;PONTE PEDRA;99.66384
112;JAURU;17.15
113;PASSO FUNDO;925.212697
114;MONJOLINHO;141.539812
115;GARIBALDI;271.711824
116;QUEBRA-QUEIXO;122.359706
117;SÃO JOSÉ;185.0617
118;PASSO S. JOÃO;91.21243
119;FOZ DO CHAPECÓ;1437.968512
120;ERNESTINA;163.5
121;PASSO REAL;2453.474
122;JACUÍ;29
123;ITAÚBA;588.89788
124;DONA FRANCISCA;330
125;CASTRO ALVES;91.526488
126;MONTE CLARO;9.89
127;14 DE JULHO;51.726628
128;SALTO PILÃO;0.1884
129;CAPIVARI-CACHOEIRA;39.3176
130;ROSAL;17
131;GUILMAN-AMORIM;1.79350526
132;SÁ CARVALHO;1.793665
133;CANDONGA;54.44
134;BAGUARI;31.79373
135;AIMORÉS;184.65
136;MASCARENHAS;17.812
137;SALTO GRANDE;78
138;PORTO ESTRELA;81.087888
139;SANTA CLARA - MG;146
140;IRAPÉ;3862.73387
141;ITAPEBI;1626.901725
142;PEDRA DO CAVALO;114.5
143;RETIRO BAIXO;209.392614
144;QUEIMADO;193.833625
145;BOA ESPERANÇA;3666.8696
146;CANA BRAVA;2254.2139
147;SÃO SALVADOR;926.927054
148;PEIXE ANGICAL;2494.936936
149;DARDANELOS;0.12
150;RONDON II;283.127548
151;GUAPORÉ;22.210365
152;SAMUEL;1107.208503
153;BALBINA;12320.48069
154;SANTO ANTÔNIO JARI;126.74182
155;SINOP;1282.72044
156;COLÍDER;1501.93652
157;SÃO MANOEL;521.188394
158;CURUÁ-UNA;538.21958
159;CACHOEIRA CALDEIRÃO;230.56
160;COARACY NUNES;133.830995
161;FERREIRA GOMES;129.720792
162;FONTES BC;37.2
</END>;;
