ITAIPU;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;991.0;
TUCURUI;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;544.0;
BELO MONTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
JIRAU;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;3881.0;
STO ANTONIO;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;
I. SOLTEIRA;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;115.0;
XINGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
P.AFONSO 4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
ITUMBIARA;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;85.0;
TELES PIRES;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;199.0;
SAO SIMAO;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;179.0;
G.B. MUNHOZ;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;138.0;
JUPIA;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;243.0;
