<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus1;2.67782;2.57256;2.50243;2.46102;2.48744;2.53891;2.68306;2.78821;2.84902;2.91705;2.89147;2.905;2.81285;2.78884;2.77678;2.8226;3.06351;3.34929;3.26731;3.32224;3.3169;3.16373;2.99809;2.79943;2.66409;2.5646;2.44938;2.48167;2.50746;2.66587;2.85227;2.96371;3.05229;3.18334;3.19885;3.15136;
Bus2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus3;65.79124;63.20523;61.48208;60.46468;61.11375;62.37843;65.92002;68.50345;69.99736;71.66899;71.04052;71.37279;69.10874;68.51891;68.2227;69.34828;75.26725;82.28863;80.27442;81.62409;81.49273;77.72963;73.66001;68.77905;65.45382;63.00947;60.17877;60.97209;61.60571;65.4976;70.07721;72.81518;74.99165;78.21128;78.59249;77.42569;
Bus4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus5;15.14353;14.54829;14.15166;13.91748;14.06689;14.35798;15.17317;15.76781;16.11167;16.49644;16.35178;16.42826;15.90714;15.77137;15.70319;15.96227;17.32467;18.94082;18.4772;18.78786;18.75763;17.89145;16.95473;15.83125;15.06586;14.50323;13.85168;14.03428;14.18012;15.07594;16.13005;16.76027;17.26124;18.00232;18.09006;17.82149;
Bus6;18.56005;17.83053;17.34442;17.0574;17.24051;17.59728;18.59638;19.32518;19.74662;20.2182;20.04091;20.13464;19.49594;19.32954;19.24598;19.56352;21.23329;23.21405;22.64584;23.02659;22.98953;21.92794;20.77988;19.40293;18.46487;17.7753;16.97675;17.20055;17.3793;18.47722;19.76915;20.54155;21.15554;22.06382;22.17135;21.8422;
Bus7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus10;68.6999;65.99956;64.20024;63.13785;63.81563;65.13621;68.83438;71.53203;73.09198;74.83752;74.18126;74.52822;72.16408;71.54816;71.23886;72.41421;78.59486;85.92665;83.8234;85.23274;85.09557;81.1661;76.91656;71.81981;68.34757;65.79516;62.83931;63.6677;64.32934;68.39329;73.17536;76.03438;78.30707;81.66905;82.0671;80.84873;
Bus11;11.81934;11.35476;11.0452;10.86243;10.97903;11.20623;11.84247;12.30659;12.57496;12.87527;12.76237;12.82206;12.41533;12.30936;12.25615;12.45836;13.5217;14.78308;14.42123;14.6637;14.6401;13.96406;13.23296;12.3561;11.75872;11.3196;10.81106;10.95358;11.06741;11.76659;12.58931;13.08118;13.47218;14.05059;14.11907;13.90946;
Bus12;18.05219;17.34263;16.86982;16.59066;16.76876;17.11576;18.08753;18.79639;19.20629;19.66497;19.49252;19.58369;18.96247;18.80063;18.71935;19.0282;20.65228;22.57884;22.02618;22.39651;22.36046;21.32792;20.21127;18.87201;17.95961;17.28892;16.51221;16.72989;16.90374;17.97162;19.2282;19.97946;20.57666;21.46008;21.56468;21.24452;
Bus13;32.54935;31.26995;30.41745;29.9141;30.23523;30.86091;32.61306;33.89118;34.63027;35.45729;35.14636;35.31075;34.19064;33.89883;33.75228;34.30915;37.23748;40.71122;39.71472;40.38245;40.31746;38.45571;36.44232;34.02753;32.38242;31.17311;29.77266;30.16514;30.47862;32.40408;34.66978;36.02435;37.10113;38.694;38.8826;38.30534;
Bus14;16.62094;15.96764;15.53232;15.27529;15.43926;15.75876;16.65348;17.30614;17.68354;18.10585;17.94708;18.03102;17.45905;17.31004;17.23521;17.51957;19.01489;20.78871;20.27985;20.62082;20.58764;19.63696;18.60885;17.37576;16.5357;15.91818;15.20306;15.40348;15.56355;16.54676;17.70372;18.39541;18.94526;19.75864;19.85494;19.56018;
