<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;8024
1;CANDIOTA 3;325.0;1;FALSE;FALSE;860
2;P. PECEM-unit1;0;0;FALSE;FALSE;532
3;P. PECEM-unit2;0;0;FALSE;FALSE;554
4;P.ITAQUI;0;0;FALSE;FALSE;501
5;PECEM 2;0;0;FALSE;FALSE;524
6;J.LACERDA-C-unit7;180.01;1;FALSE;FALSE;1344
7;J.LACERDA-B-unit5;80.01;1;FALSE;FALSE;1241
8;J.LACERDA-B-unit6;80.0;1;FALSE;FALSE;593
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;647
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;647
11;J.LACERDA-A2-unit3;35.0;1;FALSE;FALSE;1362
12;J.LACERDA-A2-unit4;35.01;1;FALSE;FALSE;840
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;7654
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;7654
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;1654
16;CUBATAO-unit1;0;0;FALSE;FALSE;665
17;CUBATAO-unit2;0;0;FALSE;FALSE;581
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;170
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;678
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;310
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;683
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;3162
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;647
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;1398
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;1490
26;JARAQUI-unit6;36.1;1;FALSE;FALSE;3804
27;JARAQUI-unit7;26.899999999999995;1;FALSE;FALSE;3804
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;14
29;MANAUARA-unit2;11.6;1;FALSE;FALSE;83
30;MANAUARA-unit3;16.7;1;FALSE;FALSE;62
31;MANAUARA-unit4;10.0;1;FALSE;FALSE;72
32;MANAUARA-unit5;10.0;1;FALSE;FALSE;54
33;N.FLU_DESSEM-unit1;175.0;1;FALSE;FALSE;15495
34;N.FLU_DESSEM-unit2;175.0;1;FALSE;FALSE;15495
35;N.FLU_DESSEM-unit3;175.0;1;FALSE;FALSE;15495
36;N.FLU_DESSEM-unit4;175.0;1;FALSE;FALSE;15495
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;11842
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;11842
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;11842
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;11842
41;TERMORIO-unit1;0.0;0;FALSE;FALSE;3600
42;TERMORIO-unit2;0.0;0;FALSE;FALSE;3600
43;TERMORIO-unit3;0.0;0;FALSE;FALSE;3600
44;TERMORIO-unit4;0.0;0;FALSE;FALSE;3600
45;TERMORIO-unit5;0.0;0;FALSE;FALSE;3600
46;TERMORIO-unit6;0.0;0;FALSE;FALSE;3600
47;TERMORIO-unit7;0.0;0;FALSE;FALSE;3600
48;TERMORIO-unit8;0.0;0;FALSE;FALSE;3600
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
51;T.LAGOAS-unit3;0.0;0;FALSE;FALSE;3600
52;T.LAGOAS-unit4;0.0;0;FALSE;FALSE;3600
53;T.LAGOAS-unit5;0.0;0;FALSE;FALSE;3600
54;T.LAGOAS-unit6;0.0;0;FALSE;FALSE;3600
55;MARANHAO 3-unit1;0;0;FALSE;FALSE;168
56;MARANHAO 3-unit2;0.0;0;FALSE;FALSE;3600
57;MARANHAO 3-unit3;0.0;0;FALSE;FALSE;3600
58;TERMOPERNAMB-unit1;164.7;1;FALSE;FALSE;7163
59;TERMOPERNAMB-unit2;160.5;1;FALSE;FALSE;7163
60;TERMOPERNAMB-unit3;207.80000000000004;1;FALSE;FALSE;7163
61;B FLUMINENSE-unit1;0.0;0;FALSE;FALSE;3600
62;B FLUMINENSE-unit2;0.0;0;FALSE;FALSE;3600
63;B FLUMINENSE-unit3;0.0;0;FALSE;FALSE;3600
64;MARANHAO 4-unit1;0;0;FALSE;FALSE;72
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;0;0;FALSE;FALSE;72
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;10729
69;FORTALEZA-unit2;0;0;FALSE;FALSE;10729
70;FORTALEZA-unit3;0;0;FALSE;FALSE;506
71;LINHARES-unit1;51.0;1;FALSE;FALSE;9841
72;LINHARES-unit2;51.0;1;FALSE;FALSE;5795
73;LINHARES-unit3;51.0;1;FALSE;FALSE;9841
74;LINHARES-unit4;43.0;1;FALSE;FALSE;5760
75;N VENECIA;0;0;FALSE;FALSE;472
76;J.DEFORA-unit1;0;0;FALSE;FALSE;165
77;J.DEFORA-unit2;0;0;FALSE;FALSE;270
78;RALMEIDA(L)-unit1;0;0;FALSE;FALSE;9182
79;RALMEIDA(L)-unit2;0;0;FALSE;FALSE;11188
80;RALMEIDA(L)-unit3;0;0;FALSE;FALSE;647
81;RALMEIDA(L)-unit4;0;0;FALSE;FALSE;11904
82;IBIRITE-gas;0;0;FALSE;FALSE;360
83;IBIRITE-steam;0.0;0;FALSE;FALSE;3600
84;TERMOCEARA(L)-unit1;0;0;FALSE;FALSE;714
85;TERMOCEARA(L)-unit2;0;0;FALSE;FALSE;671
86;TERMOCEARA(L)-unit3;0;0;FALSE;FALSE;678
87;TERMOCEARA(L)-unit4;0;0;FALSE;FALSE;9240
88;TERMOBAHIA;0;0;FALSE;FALSE;1689
89;VALE DO ACU-unit1;0;0;FALSE;FALSE;815
90;VALE DO ACU-unit2;0;0;FALSE;FALSE;5717
91;URUGUAIANA-unit1;0;0;FALSE;FALSE;12236
92;URUGUAIANA-unit2;0;0;FALSE;FALSE;12236
93;URUGUAIANA-unit3;0;0;FALSE;FALSE;12236
94;M.COVAS-unit1;0;0;FALSE;FALSE;1320
95;M.COVAS-unit2;0.0;0;FALSE;FALSE;3600
96;M.COVAS-unit3;0.0;0;FALSE;FALSE;3600
