<BEGIN>
ID;Name;New generation cost ($/(MWh/h)
0;PAMPA SUL;180.0;
1;CANDIOTA 3;86.37;
2;P. PECEM-unit1;141.3;
3;P. PECEM-unit2;141.3;
4;P.ITAQUI;147.67;
5;PECEM 2;153.07;
6;J.LACERDA-C-unit7;206.84;
7;J.LACERDA-B-unit5;244.14;
8;J.LACERDA-B-unit6;244.14;
9;J.LACERDA-A1-unit1;270.48;
10;J.LACERDA-A1-unit2;270.48;
11;J.LACERDA-A2-unit3;245.21;
12;J.LACERDA-A2-unit4;245.21;
13;ARAUCARIA-unit1;614.75;
14;ARAUCARIA-unit2;614.75;
15;ARAUCARIA-unit3;614.75;
16;CUBATAO-unit1;333.31;
17;CUBATAO-unit2;333.31;
18;SEROPEDICA-unit1;343.38;
19;SEROPEDICA-unit2;343.38;
20;SEROPEDICA-unit3;343.38;
21;SEROPEDICA-unit4;343.38;
22;SEROPEDICA-unit5;343.38;
23;SEROPEDICA-unit6;343.38;
24;SEROPEDICA-unit7;343.38;
25;SEROPEDICA-unit8;343.38;
26;JARAQUI-unit6;0.0;
27;JARAQUI-unit7;0.0;
28;MANAUARA-unit1;0.0;
29;MANAUARA-unit2;0.0;
30;MANAUARA-unit3;0.0;
31;MANAUARA-unit4;0.0;
32;MANAUARA-unit5;0.0;
33;N.FLU_DESSEM-unit1;0.0;
34;N.FLU_DESSEM-unit2;0.0;
35;N.FLU_DESSEM-unit3;0.0;
36;N.FLU_DESSEM-unit4;0.0;
37;P. NEGRA-unit1;0.0;
38;P. NEGRA-unit2;0.0;
39;P. NEGRA-unit3;0.0;
40;P. NEGRA-unit4;0.0;
41;TERMORIO-unit1;267.47;
42;TERMORIO-unit2;267.47;
43;TERMORIO-unit3;267.47;
44;TERMORIO-unit4;267.47;
45;TERMORIO-unit5;267.47;
46;TERMORIO-unit6;267.47;
47;TERMORIO-unit7;267.47;
48;TERMORIO-unit8;267.47;
49;T.LAGOAS-unit1;224.29;
50;T.LAGOAS-unit2;224.29;
51;T.LAGOAS-unit3;224.29;
52;T.LAGOAS-unit4;224.29;
53;T.LAGOAS-unit5;224.29;
54;T.LAGOAS-unit6;224.29;
55;MARANHAO 3-unit1;82.48;
56;MARANHAO 3-unit2;80.44;
57;MARANHAO 3-unit3;80.44;
58;TERMOPERNAMB-unit1;177.66;
59;TERMOPERNAMB-unit2;177.66;
60;TERMOPERNAMB-unit3;177.66;
61;B FLUMINENSE-unit1;91.57;
62;B FLUMINENSE-unit2;91.57;
63;B FLUMINENSE-unit3;91.57;
64;MARANHAO 4-unit1;97.45;
65;MARANHAO 4-unit2;127.77;
66;MARANHAO 5-unit1;97.45;
67;MARANHAO 5-unit2;127.77;
68;FORTALEZA-unit1;180.57;
69;FORTALEZA-unit2;180.57;
70;FORTALEZA-unit3;180.57;
71;LINHARES-unit1;151.05;
72;LINHARES-unit2;151.05;
73;LINHARES-unit3;151.05;
74;LINHARES-unit4;151.05;
75;N VENECIA;223.51;
76;J.DEFORA-unit1;283.74;
77;J.DEFORA-unit2;283.74;
78;RALMEIDA(L)-unit1;345.02;
79;RALMEIDA(L)-unit2;345.02;
80;RALMEIDA(L)-unit3;345.02;
81;RALMEIDA(L)-unit4;345.02;
82;IBIRITE-gas;346.37;
83;IBIRITE-steam;346.37;
84;TERMOCEARA(L)-unit1;370.82;
85;TERMOCEARA(L)-unit2;370.82;
86;TERMOCEARA(L)-unit3;370.82;
87;TERMOCEARA(L)-unit4;370.82;
88;TERMOBAHIA;159.52;
89;VALE DO ACU-unit1;165.38;
90;VALE DO ACU-unit2;165.38;
91;URUGUAIANA-unit1;278.48;
92;URUGUAIANA-unit2;278.48;
93;URUGUAIANA-unit3;278.48;
94;M.COVAS-unit1;377.54;
95;M.COVAS-unit2;511.77;
96;M.COVAS-unit3;511.77;
97;NPIRATININGA-unit1;548.04;
98;NPIRATININGA-unit2;548.04;
99;NPIRATININGA-unit3;548.04;
100;NPIRATININGA-unit4;548.04;
101;NPIRATININGA-unit5;548.04;
102;NPIRATININGA-unit6;548.04;
103;TERMOMACAE-unit1;611.82;
104;TERMOMACAE-unit2;611.82;
105;TERMOMACAE-unit3;611.82;
