ITAIPU;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;980.0;
TUCURUI;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;1253.0;
BELO MONTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
JIRAU;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;6324.0;
STO ANTONIO;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;97.0;
I. SOLTEIRA;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;151.0;
XINGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
P.AFONSO 4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
ITUMBIARA;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;
TELES PIRES;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;224.0;
