<BEGIN>;;
ID;Name;Initial reservoir volume (hm3)
1;ITAIPU;27695.19
2;TUCURUI;47253.895
3;BELO MONTE;2358.07
4;JIRAU;1287.25175
5;STO ANTONIO;2282.8
6;I. SOLTEIRA;19529.6352
7;XINGO;3739.3268
8;P.AFONSO 4;117.2753
9;ITUMBIARA;11059.0432
10;TELES PIRES;897.22
11;SAO SIMAO;10072.484
12;G.B. MUNHOZ;3568.6755
13;JUPIA;3359.818
14;P. PRIMAVERA;15863.43709
15;MARIMBONDO;2790.964
16;ITAPARICA;10648.2404
17;ITA;4739.47094
18;SLT.SANTIAGO;4200.262
19;P.AFONSO 123;23.42946
20;A. VERMELHA;7849.1664
21;FURNAS;15353.8596
22;SERRA MESA;27100.6
23;SEGREDO;2711.3412
24;SALTO CAXIAS;3393.447576
25;EMBORCACAO;9657.6976
26;MACHADINHO;2950.0727
27;LC BARRETO;1306.907125
28;ESTREITO TOC;5167.758864
29;SALTO OSORIO;1111.750968
30;SOBRADINHO;28023.8375
31;LAJEADO;4947.857196
32;CAMPOS NOVOS;1389.9121
33;TRES IRMAOS;12273.4935
34;BARRA GRANDE;4345.760232
35;CACH.DOURADA;477.706951
36;MOXOTO;1134.088
37;TRES MARIAS;16994.9076
38;PIMENTAL;2421.554844
39;CHAVANTES;6868.5265
40;ROSANA;1868.488056
41;TAQUARUCU;658.721157
42;CAPIVARA;7056.946
43;FONTES;467
44;NILO PEÇANHA;38
45;PEREIRA PASSOS;15.4
46;FUNIL;519.8575
47;LAJES;267.214
48;PARAIBUNA;3148.8184
49;SANTA BRANCA;253.7688
50;JAGUARI;872.8853
51;SANTA CECÍLIA;6
52;SANTANA;10.1076
53;VIGARIO;17.4882
54;PICADA;7
55;SOBRAGI;0.087
56;SIMPLÍCIO;126.5
57;ILHA DOS POMBOS;8
58;CORUMBÁ IV;3389.72036
59;CORUMBÁ III;739.3239
60;CORUMBÁ I;1318.926
61;BATALHA;1263.692208
62;SERRA DO FACÃO;3502.3866
63;NOVA PONTE;7095.456
64;MIRANDA;1079.58144
65;AMADOR AGUIAR I;235.997574
66;AMADOR AGUIAR II;869.66068
67;ESPORA;178.3166
68;SALTO;1152.16935
69;SALTO DO RIO VERDINHO;393.5685
70;CAÇU;228.53045
71;BARRA DOS COQUEIROS;337.860864
72;FOZ DO RIO CLARO;95.33
73;CAMARGOS;725.8752
74;ITUTINGA;11.21
75;FUNIL - GRANDE;268.648066
76;MASCARENHAS DE MORAES;2878.5
77;JAGUARA;410.229
78;IGARAPAVA;241.84
79;VOLTA GRANDE;2090.6772
80;PORTO COLÔMBIA;1408.0302
81;CACONDE;404.499953
82;E. DA CUNHA;13.34
83;A. S. OLIVEIRA;23.10572
84;SÃO DOMINGOS;113.242409
85;GUARAPIRANGA;114.284
86;BILLINGS;679.982
87;PEDREIRA;0.64
88;TRAIÇÃO;0.64
90;EDGARD DE SOUZA;0.64
91;BARRA BONITA;2744.1982
92;BARIRI;531.281037
93;IBITINGA;958.89375
94;PROMISSÃO;6328.33344
95;N.AVANHANDAVA;2681.5064
96;HENRY BORDEN;1
97;JURUMIRIM;4986.593668
98;PIRAJU;114.09
99;OURINHOS;22.34
100;L. N. GARCEZ;37.753072
101;CANOAS II;151
102;CANOAS I;212
103;MAUÁ;1707.1928
104;SANTA CLARA - PR;363.535
105;FUNDÃO;26.0568
106;JORDÃO;110
107;BAIXO IGUAÇU;198.165792
108;MANSO;5914.618
109;ITIQUIRA I;5
110;ITIQUIRA II;1
111;PONTE PEDRA;93.71952
112;JAURU;17.15
113;PASSO FUNDO;1228.748918
114;MONJOLINHO;147.862096
115;GARIBALDI;275.849848
116;QUEBRA-QUEIXO;125.051011
117;SÃO JOSÉ;187.710334
118;PASSO S. JOÃO;102.34771
119;FOZ DO CHAPECÓ;1442.580397
120;ERNESTINA;163.5
121;PASSO REAL;3043.4164
122;JACUÍ;20.31716
123;ITAÚBA;597.01354
124;DONA FRANCISCA;317.694448
125;CASTRO ALVES;91.766
126;MONTE CLARO;11.35
127;14 DE JULHO;55.18
128;SALTO PILÃO;0.1884
129;CAPIVARI-CACHOEIRA;79.9868
130;ROSAL;16.9958
131;GUILMAN-AMORIM;2.7281
132;SÁ CARVALHO;1.8
133;CANDONGA;19.4
134;BAGUARI;34.08
135;AIMORÉS;184.628587
136;MASCARENHAS;19.215016
137;SALTO GRANDE;78
138;PORTO ESTRELA;76.020528
139;SANTA CLARA - MG;146
140;IRAPÉ;4837.994427
141;ITAPEBI;1625.303739
142;PEDRA DO CAVALO;114.5
143;RETIRO BAIXO;202.3548
144;QUEIMADO;432.650725
145;BOA ESPERANÇA;4672.008
146;CANA BRAVA;2289.2475
147;SÃO SALVADOR;930.303377
148;PEIXE ANGICAL;2499.941726
149;DARDANELOS;0.12
150;RONDON II;349.764896
151;GUAPORÉ;22.25034
152;SAMUEL;2533.540956
153;BALBINA;15596.13331
154;SANTO ANTÔNIO JARI;133.266246
155;SINOP;1245.45616
156;COLÍDER;1503.64312
157;SÃO MANOEL;570.08
158;CURUÁ-UNA;602
159;CACHOEIRA CALDEIRÃO;230.56
160;COARACY NUNES;138.754308
161;FERREIRA GOMES;137.303236
162;FONTES BC;37.2
</END>;;
