<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;8360
1;CANDIOTA 3;325.0;1;FALSE;FALSE;1196
2;P. PECEM-unit1;0;0;FALSE;FALSE;868
3;P. PECEM-unit2;0;0;FALSE;FALSE;890
4;P.ITAQUI;0;0;FALSE;FALSE;837
5;PECEM 2;0;0;FALSE;FALSE;860
6;J.LACERDA-C-unit7;0;0;FALSE;FALSE;24
7;J.LACERDA-B-unit5;80.0;1;FALSE;FALSE;1577
8;J.LACERDA-B-unit6;80.01;1;FALSE;FALSE;17
9;J.LACERDA-A1-unit1;35.0;1;FALSE;FALSE;90
10;J.LACERDA-A1-unit2;35.0;1;FALSE;FALSE;92
11;J.LACERDA-A2-unit3;35.0;1;FALSE;FALSE;1698
12;J.LACERDA-A2-unit4;35.01;1;FALSE;FALSE;1176
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;7990
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;7990
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;1990
16;CUBATAO-unit1;0;0;FALSE;FALSE;1001
17;CUBATAO-unit2;0;0;FALSE;FALSE;917
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;506
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;1014
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;646
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;1019
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;3498
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;983
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;1734
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;1826
26;JARAQUI-unit6;23.6;1;FALSE;FALSE;4140
27;JARAQUI-unit7;36.1;1;FALSE;FALSE;4140
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;106
29;MANAUARA-unit2;0;0;FALSE;FALSE;1
30;MANAUARA-unit3;16.7;1;FALSE;FALSE;25
31;MANAUARA-unit4;16.7;1;FALSE;FALSE;52
32;MANAUARA-unit5;14.899999999999999;1;FALSE;FALSE;106
33;N.FLU_DESSEM-unit1;175.0;1;FALSE;FALSE;15831
34;N.FLU_DESSEM-unit2;175.0;1;FALSE;FALSE;15831
35;N.FLU_DESSEM-unit3;175.0;1;FALSE;FALSE;15831
36;N.FLU_DESSEM-unit4;175.0;1;FALSE;FALSE;15831
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;12178
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;12178
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;12178
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;12178
41;TERMORIO-unit1;0.0;0;FALSE;FALSE;3600
42;TERMORIO-unit2;0.0;0;FALSE;FALSE;3600
43;TERMORIO-unit3;0.0;0;FALSE;FALSE;3600
44;TERMORIO-unit4;0.0;0;FALSE;FALSE;3600
45;TERMORIO-unit5;0.0;0;FALSE;FALSE;3600
46;TERMORIO-unit6;0.0;0;FALSE;FALSE;3600
47;TERMORIO-unit7;0.0;0;FALSE;FALSE;3600
48;TERMORIO-unit8;0.0;0;FALSE;FALSE;3600
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
