<BEGIN>;;
ID;Name;Initial reservoir volume (hm3)
1;ITAIPU;27695.19
2;TUCURUI;31282.9696
3;BELO MONTE;2009.188246
4;JIRAU;2373.081248
5;STO ANTONIO;2077.3
6;I. SOLTEIRA;18440.1298
7;XINGO;3770.5934
8;P.AFONSO 4;116.03925
9;ITUMBIARA;7558.2238
10;TELES PIRES;897.22
11;SAO SIMAO;8632.638
12;G.B. MUNHOZ;4874.932
13;JUPIA;3319.497875
14;P. PRIMAVERA;15737.5213
15;MARIMBONDO;1893.082
16;ITAPARICA;8762.4784
17;ITA;4824.441965
18;SLT.SANTIAGO;6010.8046
19;P.AFONSO 123;24.27814
20;A. VERMELHA;6961.1322
21;FURNAS;11247.6051
22;SERRA MESA;22529.075
23;SEGREDO;2809.6992
24;SALTO CAXIAS;3447.399504
25;EMBORCACAO;6815.4064
26;MACHADINHO;2966.5619
27;LC BARRETO;1326.91337
28;ESTREITO TOC;4216.905888
29;SALTO OSORIO;1096.811911
30;SOBRADINHO;21570.4456
31;LAJEADO;5193.48
32;CAMPOS NOVOS;1407.3548
33;TRES IRMAOS;11742.0026
34;BARRA GRANDE;4326.245558
35;CACH.DOURADA;413.009659
36;MOXOTO;1098.412
37;TRES MARIAS;14322.7854
38;PIMENTAL;2402.33564
39;CHAVANTES;6223.2263
40;ROSANA;1856.179744
41;TAQUARUCU;659.812384
42;CAPIVARA;7395.2344
43;FONTES;467
44;NILO PEÇANHA;38
45;PEREIRA PASSOS;15.4
46;FUNIL;677.581
47;LAJES;267.214
48;PARAIBUNA;3259.0032
49;SANTA BRANCA;259.6824
50;JAGUARI;899.6887
51;SANTA CECÍLIA;6
52;SANTANA;10.1076
53;VIGARIO;17.4882
54;PICADA;7
55;SOBRAGI;0.087
56;SIMPLÍCIO;126.5
57;ILHA DOS POMBOS;8
58;CORUMBÁ IV;3432.84162
59;CORUMBÁ III;883.4479
60;CORUMBÁ I;1315.424
61;BATALHA;1053.389472
62;SERRA DO FACÃO;2314.2057
63;NOVA PONTE;3924.366
64;MIRANDA;1072.27232
65;AMADOR AGUIAR I;234.33992
66;AMADOR AGUIAR II;868.75912
67;ESPORA;133.2979
68;SALTO;1180.281602
69;SALTO DO RIO VERDINHO;386.79272
70;CAÇU;229.39295
71;BARRA DOS COQUEIROS;333.521776
72;FOZ DO RIO CLARO;95.33
73;CAMARGOS;552.1632
74;ITUTINGA;8.543952
75;FUNIL - GRANDE;268.93
76;MASCARENHAS DE MORAES;2322.75
77;JAGUARA;422.946
78;IGARAPAVA;235.813375
79;VOLTA GRANDE;2081.0828
80;PORTO COLÔMBIA;1365.64995
81;CACONDE;237.898208
82;E. DA CUNHA;13.34
83;A. S. OLIVEIRA;22.433324
84;SÃO DOMINGOS;118.897631
85;GUARAPIRANGA;114.284
86;BILLINGS;679.982
87;PEDREIRA;0.64
88;TRAIÇÃO;0.64
90;EDGARD DE SOUZA;0.64
91;BARRA BONITA;2013.658
92;BARIRI;516.724376
93;IBITINGA;956.379375
94;PROMISSÃO;6237.49773
95;N.AVANHANDAVA;2679.9542
96;HENRY BORDEN;1
97;JURUMIRIM;4696.398014
98;PIRAJU;114.09
99;OURINHOS;22.34
100;L. N. GARCEZ;41.21168
101;CANOAS II;151
102;CANOAS I;212
103;MAUÁ;1871.2008
104;SANTA CLARA - PR;381.6654
105;FUNDÃO;30.6
106;JORDÃO;110
107;BAIXO IGUAÇU;211.92
108;MANSO;5190.1475
109;ITIQUIRA I;5
110;ITIQUIRA II;1
111;PONTE PEDRA;92.9784
112;JAURU;17.15
113;PASSO FUNDO;708.481374
114;MONJOLINHO;140.988616
115;GARIBALDI;272.599656
116;QUEBRA-QUEIXO;124.492342
117;SÃO JOSÉ;178.247056
118;PASSO S. JOÃO;93.50821
119;FOZ DO CHAPECÓ;1459.843095
120;ERNESTINA;132.41125
121;PASSO REAL;1768.1136
122;JACUÍ;26.504903
123;ITAÚBA;597.91528
124;DONA FRANCISCA;281.73496
125;CASTRO ALVES;91.766
126;MONTE CLARO;11.35
127;14 DE JULHO;52.17973
128;SALTO PILÃO;0.1884
129;CAPIVARI-CACHOEIRA;98.504
130;ROSAL;17
131;GUILMAN-AMORIM;2.21294756
132;SÁ CARVALHO;1.8
133;CANDONGA;19.4
134;BAGUARI;38.07
135;AIMORÉS;184.65
136;MASCARENHAS;24.43
137;SALTO GRANDE;78
138;PORTO ESTRELA;80.803056
139;SANTA CLARA - MG;146
140;IRAPÉ;4142.276559
141;ITAPEBI;1631.804947
142;PEDRA DO CAVALO;113.27685
143;RETIRO BAIXO;241.59
144;QUEIMADO;333.79005
145;BOA ESPERANÇA;4294.388
146;CANA BRAVA;2238.0656
147;SÃO SALVADOR;919.748672
148;PEIXE ANGICAL;2684.43409
149;DARDANELOS;0.12
150;RONDON II;390.59422
151;GUAPORÉ;22.307535
152;SAMUEL;2132.902965
153;BALBINA;12365.7757
154;SANTO ANTÔNIO JARI;118.2805
155;SINOP;2471.0598
156;COLÍDER;1474.611416
157;SÃO MANOEL;570.08
158;CURUÁ-UNA;591.81776
159;CACHOEIRA CALDEIRÃO;230.56
160;COARACY NUNES;138.8
161;FERREIRA GOMES;125.486528
162;FONTES BC;37.2
</END>;;
