<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;6008
1;CANDIOTA 3;0;0;FALSE;FALSE;3452
2;P. PECEM-unit1;350.0;1;FALSE;FALSE;6
3;P. PECEM-unit2;360.0;1;FALSE;FALSE;456
4;P.ITAQUI;360.0;1;FALSE;FALSE;236
5;PECEM 2;365.0;1;FALSE;FALSE;264
6;J.LACERDA-C-unit7;363.0;1;FALSE;FALSE;1140
7;J.LACERDA-B-unit5;131.0;1;FALSE;FALSE;1164
8;J.LACERDA-B-unit6;131.0;1;FALSE;FALSE;1219
9;J.LACERDA-A1-unit1;50.0;1;FALSE;FALSE;120
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;50
11;J.LACERDA-A2-unit3;66.0;1;FALSE;FALSE;385
12;J.LACERDA-A2-unit4;66.0;1;FALSE;FALSE;420
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;5638
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;5638
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;191
16;CUBATAO-unit1;161.0;1;FALSE;FALSE;416
17;CUBATAO-unit2;0;0;FALSE;FALSE;814
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;427
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;865
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;628
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;1179
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;1146
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;168
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;77
25;SEROPEDICA-unit8;45.0;1;FALSE;FALSE;77
26;JARAQUI-unit6;36.1;1;FALSE;FALSE;1788
27;JARAQUI-unit7;26.899999999999995;1;FALSE;FALSE;1788
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;357
29;MANAUARA-unit2;16.7;1;FALSE;FALSE;346
30;MANAUARA-unit3;14.899999999999999;1;FALSE;FALSE;207
31;MANAUARA-unit4;16.7;1;FALSE;FALSE;196
32;MANAUARA-unit5;0;0;FALSE;FALSE;168
33;N.FLU_DESSEM-unit1;177.7;1;FALSE;FALSE;13479
34;N.FLU_DESSEM-unit2;178.2;1;FALSE;FALSE;13479
35;N.FLU_DESSEM-unit3;179.8;1;FALSE;FALSE;13479
36;N.FLU_DESSEM-unit4;290.30000000000007;1;FALSE;FALSE;13479
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;9826
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;9826
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;9826
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;9826
41;TERMORIO-unit1;80.0;1;FALSE;FALSE;7942
42;TERMORIO-unit2;80.0;1;FALSE;FALSE;7942
43;TERMORIO-unit3;80.0;1;FALSE;FALSE;7942
44;TERMORIO-unit4;80.0;1;FALSE;FALSE;7942
45;TERMORIO-unit5;80.0;1;FALSE;FALSE;7942
46;TERMORIO-unit6;80.0;1;FALSE;FALSE;7942
47;TERMORIO-unit7;80.0;1;FALSE;FALSE;7942
48;TERMORIO-unit8;80.0;1;FALSE;FALSE;7942
49;T.LAGOAS-unit1;60.0;1;FALSE;FALSE;9888
50;T.LAGOAS-unit2;60.0;1;FALSE;FALSE;9888
51;T.LAGOAS-unit3;60.0;1;FALSE;FALSE;9888
52;T.LAGOAS-unit4;60.0;1;FALSE;FALSE;9888
53;T.LAGOAS-unit5;60.0;1;FALSE;FALSE;9888
54;T.LAGOAS-unit6;60.0;1;FALSE;FALSE;9888
55;MARANHAO 3-unit1;155.0;1;FALSE;FALSE;3953
56;MARANHAO 3-unit2;155.0;1;FALSE;FALSE;3953
57;MARANHAO 3-unit3;208.0;1;FALSE;FALSE;3953
58;TERMOPERNAMB-unit1;164.7;1;FALSE;FALSE;5147
59;TERMOPERNAMB-unit2;160.5;1;FALSE;FALSE;5147
60;TERMOPERNAMB-unit3;207.80000000000004;1;FALSE;FALSE;5147
61;B FLUMINENSE-unit1;150.0;1;FALSE;FALSE;1056
62;B FLUMINENSE-unit2;150.0;1;FALSE;FALSE;1056
63;B FLUMINENSE-unit3;220.00000000000003;1;FALSE;FALSE;1056
64;MARANHAO 4-unit1;168.872;1;FALSE;FALSE;984
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;168.872;1;FALSE;FALSE;1068
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;8713
69;FORTALEZA-unit2;0;0;FALSE;FALSE;8713
70;FORTALEZA-unit3;0;0;FALSE;FALSE;8713
71;LINHARES-unit1;51.0;1;FALSE;FALSE;7825
72;LINHARES-unit2;51.0;1;FALSE;FALSE;3779
73;LINHARES-unit3;43.0;1;FALSE;FALSE;7825
74;LINHARES-unit4;51.0;1;FALSE;FALSE;3744
75;N VENECIA;178.0;1;FALSE;FALSE;183
76;J.DEFORA-unit1;43.9;1;FALSE;FALSE;446
77;J.DEFORA-unit2;38.1;1;FALSE;FALSE;446
78;RALMEIDA(L)-unit1;0;0;FALSE;FALSE;7166
79;RALMEIDA(L)-unit2;0;0;FALSE;FALSE;9172
80;RALMEIDA(L)-unit3;20.0;1;FALSE;FALSE;96
81;RALMEIDA(L)-unit4;0;0;FALSE;FALSE;9888
82;IBIRITE-gas;150.0;1;FALSE;FALSE;480
83;IBIRITE-steam;0.0;0;FALSE;FALSE;3600
84;TERMOCEARA(L)-unit1;0;0;FALSE;FALSE;7224
85;TERMOCEARA(L)-unit2;0;0;FALSE;FALSE;6168
86;TERMOCEARA(L)-unit3;0;0;FALSE;FALSE;7200
87;TERMOCEARA(L)-unit4;0;0;FALSE;FALSE;7224
88;TERMOBAHIA;112.99999999999999;1;FALSE;FALSE;31
89;VALE DO ACU-unit1;110.00000000000001;1;FALSE;FALSE;30
90;VALE DO ACU-unit2;0;0;FALSE;FALSE;3701
91;URUGUAIANA-unit1;0;0;FALSE;FALSE;10220
92;URUGUAIANA-unit2;0;0;FALSE;FALSE;10220
93;URUGUAIANA-unit3;0;0;FALSE;FALSE;10220
94;M.COVAS-unit1;167.4;1;FALSE;FALSE;984
95;M.COVAS-unit2;167.4;1;FALSE;FALSE;984
96;M.COVAS-unit3;150.2;1;FALSE;FALSE;984
97;NPIRATININGA-unit1;0;0;FALSE;FALSE;3481
98;NPIRATININGA-unit2;0;0;FALSE;FALSE;12936
99;NPIRATININGA-unit3;0;0;FALSE;FALSE;64
100;NPIRATININGA-unit4;0;0;FALSE;FALSE;12399
101;NPIRATININGA-unit5;0;0;FALSE;FALSE;12399
102;NPIRATININGA-unit6;0;0;FALSE;FALSE;9395
103;TERMOMACAE-unit1;0;0;FALSE;FALSE;63
104;TERMOMACAE-unit2;0;0;FALSE;FALSE;9888
105;TERMOMACAE-unit3;0;0;FALSE;FALSE;271
106;TERMOMACAE-unit4;0;0;FALSE;FALSE;9888
107;TERMOMACAE-unit5;0;0;FALSE;FALSE;9888
108;TERMOMACAE-unit6;0;0;FALSE;FALSE;9888
109;TERMOMACAE-unit7;0;0;FALSE;FALSE;9888
110;TERMOMACAE-unit8;0;0;FALSE;FALSE;9888
111;TERMOMACAE-unit9;0;0;FALSE;FALSE;9888
112;TERMOMACAE-unit10;0;0;FALSE;FALSE;9888
113;TERMOMACAE-unit11;0;0;FALSE;FALSE;143
114;TERMOMACAE-unit12;0;0;FALSE;FALSE;149
115;TERMOMACAE-unit13;0;0;FALSE;FALSE;9888
116;TERMOMACAE-unit14;0;0;FALSE;FALSE;7588
117;TERMOMACAE-unit15;0;0;FALSE;FALSE;83
