<BEGIN>;;
ID;Name;Initial reservoir volume (hm3)
1;ITAIPU;27695.19
2;TUCURUI;19736.5012
3;BELO MONTE;3080
4;JIRAU;1249.83
5;STO ANTONIO;2077.3
6;I. SOLTEIRA;18436.2819
7;XINGO;3751.2866
8;P.AFONSO 4;115.43155
9;ITUMBIARA;4936.6568
10;TELES PIRES;897.22
11;SAO SIMAO;7960.082
12;G.B. MUNHOZ;2118.9705
13;JUPIA;3281.721125
14;P. PRIMAVERA;15849.78282
15;MARIMBONDO;1087.776
16;ITAPARICA;9372.7344
17;ITA;4487.82905
18;SLT.SANTIAGO;3920.578
19;P.AFONSO 123;26
20;A. VERMELHA;5980.056
21;FURNAS;9484.5843
22;SERRA MESA;21910.6
23;SEGREDO;2581.5552
24;SALTO CAXIAS;3357.716016
25;EMBORCACAO;6248.776
26;MACHADINHO;2474.317
27;LC BARRETO;1342.48368
28;ESTREITO TOC;4688.8656
29;SALTO OSORIO;1083.483534
30;SOBRADINHO;21166.2127
31;LAJEADO;4900.68141
32;CAMPOS NOVOS;1358.6377
33;TRES IRMAOS;11644.3959
34;BARRA GRANDE;2830.632172
35;CACH.DOURADA;371.386847
36;MOXOTO;1105.468
37;TRES MARIAS;12348.8678
38;PIMENTAL;2276.29
39;CHAVANTES;6800.4081
40;ROSANA;1844.40126
41;TAQUARUCU;656.428199
42;CAPIVARA;5319.1396
43;FONTES;467
44;NILO PEÇANHA;38
45;PEREIRA PASSOS;15.4
46;FUNIL;493.6005
47;LAJES;267.214
48;PARAIBUNA;2617.1372
49;SANTA BRANCA;230.33
50;JAGUARI;625.39
51;SANTA CECÍLIA;6
52;SANTANA;10.1076
53;VIGARIO;17.4882
54;PICADA;7
55;SOBRAGI;0.087
56;SIMPLÍCIO;126.5
57;ILHA DOS POMBOS;8
58;CORUMBÁ IV;3084.86308
59;CORUMBÁ III;721.361
60;CORUMBÁ I;558.683
61;BATALHA;749.69394
62;SERRA DO FACÃO;2499.6543
63;NOVA PONTE;4236.804
64;MIRANDA;1084.57552
65;AMADOR AGUIAR I;241.13
66;AMADOR AGUIAR II;868.10704
67;ESPORA;108.207635
68;SALTO;1183.06392
69;SALTO DO RIO VERDINHO;387.1731
70;CAÇU;227.9474
71;BARRA DOS COQUEIROS;329.756768
72;FOZ DO RIO CLARO;95.33
73;CAMARGOS;221.8752
74;ITUTINGA;11.21
75;FUNIL - GRANDE;266.029621
76;MASCARENHAS DE MORAES;2228.75
77;JAGUARA;419.283
78;IGARAPAVA;227.23
79;VOLTA GRANDE;2095.3672
80;PORTO COLÔMBIA;1336.8594
81;CACONDE;206.291765
82;E. DA CUNHA;13.34
83;A. S. OLIVEIRA;22.816148
84;SÃO DOMINGOS;114.856559
85;GUARAPIRANGA;114.284
86;BILLINGS;679.982
87;PEDREIRA;0.64
88;TRAIÇÃO;0.64
90;EDGARD DE SOUZA;0.64
91;BARRA BONITA;1863.0338
92;BARIRI;527.652181
93;IBITINGA;961.335
94;PROMISSÃO;5976.69075
95;N.AVANHANDAVA;2590.3246
96;HENRY BORDEN;1
97;JURUMIRIM;4489.431866
98;PIRAJU;114.09
99;OURINHOS;22.34
100;L. N. GARCEZ;44.5
101;CANOAS II;151
102;CANOAS I;212
103;MAUÁ;1604.9368
104;SANTA CLARA - PR;204.2914
105;FUNDÃO;28.9116
106;JORDÃO;110
107;BAIXO IGUAÇU;211.346496
108;MANSO;5165.3591
109;ITIQUIRA I;5
110;ITIQUIRA II;1
111;PONTE PEDRA;92.61744
112;JAURU;17.15
113;PASSO FUNDO;777.026342
114;MONJOLINHO;143.216458
115;GARIBALDI;254.417272
116;QUEBRA-QUEIXO;128.181088
117;SÃO JOSÉ;174.49426
118;PASSO S. JOÃO;77.75896
119;FOZ DO CHAPECÓ;1445.467512
120;ERNESTINA;163.5
121;PASSO REAL;2156.618
122;JACUÍ;26.326856
123;ITAÚBA;556.81492
124;DONA FRANCISCA;297.443776
125;CASTRO ALVES;87.16
126;MONTE CLARO;9.89
127;14 DE JULHO;50.47
128;SALTO PILÃO;0.1884
129;CAPIVARI-CACHOEIRA;44.8556
130;ROSAL;17
131;GUILMAN-AMORIM;1.9119494
132;SÁ CARVALHO;1.78152
133;CANDONGA;19.4
134;BAGUARI;32.136205
135;AIMORÉS;184.524903
136;MASCARENHAS;17.812
137;SALTO GRANDE;78
138;PORTO ESTRELA;79.41864
139;SANTA CLARA - MG;146
140;IRAPÉ;3754.904986
141;ITAPEBI;1625.870546
142;PEDRA DO CAVALO;114.5
143;RETIRO BAIXO;213.271177
144;QUEIMADO;154.81575
145;BOA ESPERANÇA;3477.3904
146;CANA BRAVA;2239.1604
147;SÃO SALVADOR;892.88
148;PEIXE ANGICAL;2314.237676
149;DARDANELOS;0.12
150;RONDON II;245.016364
151;GUAPORÉ;22.62795
152;SAMUEL;943.23
153;BALBINA;11207.6647
154;SANTO ANTÔNIO JARI;118.997122
155;SINOP;1599.77564
156;COLÍDER;1500.210416
157;SÃO MANOEL;570.08
158;CURUÁ-UNA;585.9724
159;CACHOEIRA CALDEIRÃO;230.56
160;COARACY NUNES;138.046082
161;FERREIRA GOMES;126.433488
162;FONTES BC;37.2
</END>;;
