<BEGIN>
ID;Name;New generation cost ($/(MWh/h)
0;PAMPA SUL;180.0;
1;CANDIOTA 3;87.07;
2;P. PECEM-unit1;201.85;
3;P. PECEM-unit2;201.85;
4;P.ITAQUI;205.29;
5;PECEM 2;211.15;
6;J.LACERDA-C-unit7;206.84;
7;J.LACERDA-B-unit5;244.14;
8;J.LACERDA-B-unit6;244.14;
9;J.LACERDA-A1-unit1;270.48;
10;J.LACERDA-A1-unit2;270.48;
11;J.LACERDA-A2-unit3;245.21;
12;J.LACERDA-A2-unit4;245.21;
13;ARAUCARIA-unit1;1025.09;
14;ARAUCARIA-unit2;1025.09;
15;ARAUCARIA-unit3;1025.09;
16;CUBATAO-unit1;336.01;
17;CUBATAO-unit2;336.01;
18;SEROPEDICA-unit1;408.38;
19;SEROPEDICA-unit2;408.38;
20;SEROPEDICA-unit3;408.38;
21;SEROPEDICA-unit4;408.38;
22;SEROPEDICA-unit5;408.38;
23;SEROPEDICA-unit6;408.38;
24;SEROPEDICA-unit7;408.38;
25;SEROPEDICA-unit8;408.38;
26;JARAQUI-unit6;0.0;
27;JARAQUI-unit7;0.0;
28;MANAUARA-unit1;0.0;
29;MANAUARA-unit2;0.0;
30;MANAUARA-unit3;0.0;
31;MANAUARA-unit4;0.0;
32;MANAUARA-unit5;0.0;
33;N.FLU_DESSEM-unit1;0.0;
34;N.FLU_DESSEM-unit2;0.0;
35;N.FLU_DESSEM-unit3;0.0;
36;N.FLU_DESSEM-unit4;0.0;
37;P. NEGRA-unit1;0.0;
38;P. NEGRA-unit2;0.0;
39;P. NEGRA-unit3;0.0;
40;P. NEGRA-unit4;0.0;
41;TERMORIO-unit1;327.36;
42;TERMORIO-unit2;327.36;
43;TERMORIO-unit3;327.36;
44;TERMORIO-unit4;327.36;
45;TERMORIO-unit5;327.36;
46;TERMORIO-unit6;327.36;
47;TERMORIO-unit7;327.36;
48;TERMORIO-unit8;327.36;
49;T.LAGOAS-unit1;261.03;
50;T.LAGOAS-unit2;261.03;
51;T.LAGOAS-unit3;261.03;
52;T.LAGOAS-unit4;261.03;
53;T.LAGOAS-unit5;261.03;
54;T.LAGOAS-unit6;261.03;
