<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;7856
1;CANDIOTA 3;325.0;1;FALSE;FALSE;692
2;P. PECEM-unit1;0;0;FALSE;FALSE;364
3;P. PECEM-unit2;0;0;FALSE;FALSE;386
4;P.ITAQUI;0;0;FALSE;FALSE;333
5;PECEM 2;0;0;FALSE;FALSE;356
6;J.LACERDA-C-unit7;180.01;1;FALSE;FALSE;1176
7;J.LACERDA-B-unit5;80.01;1;FALSE;FALSE;1073
8;J.LACERDA-B-unit6;80.0;1;FALSE;FALSE;425
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;479
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;479
11;J.LACERDA-A2-unit3;35.0;1;FALSE;FALSE;1194
12;J.LACERDA-A2-unit4;35.01;1;FALSE;FALSE;672
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;7486
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;7486
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;1486
16;CUBATAO-unit1;0;0;FALSE;FALSE;497
17;CUBATAO-unit2;0;0;FALSE;FALSE;413
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;2
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;510
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;142
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;515
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;2994
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;479
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;1230
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;1322
26;JARAQUI-unit6;36.1;1;FALSE;FALSE;3636
27;JARAQUI-unit7;26.899999999999995;1;FALSE;FALSE;3636
28;MANAUARA-unit1;10.0;1;FALSE;FALSE;30
29;MANAUARA-unit2;11.6;1;FALSE;FALSE;43
