ITAIPU;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;1511.0;
TUCURUI;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;2050.0;
BELO MONTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
JIRAU;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;12817.0;
STO ANTONIO;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;759.0;
I. SOLTEIRA;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;
XINGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
P.AFONSO 4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
ITUMBIARA;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;246.0;
TELES PIRES;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;392.0;
SAO SIMAO;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;580.0;
