<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;3008
1;CANDIOTA 3;0;0;FALSE;FALSE;452
2;P. PECEM-unit1;0;0;FALSE;FALSE;3330
3;P. PECEM-unit2;0;0;FALSE;FALSE;3187
4;P.ITAQUI;0;0;FALSE;FALSE;3321
5;PECEM 2;0;0;FALSE;FALSE;3646
6;J.LACERDA-C-unit7;0;0;FALSE;FALSE;238
7;J.LACERDA-B-unit5;80.0;1;FALSE;FALSE;384
8;J.LACERDA-B-unit6;0;0;FALSE;FALSE;72
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;2736
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;2829
11;J.LACERDA-A2-unit3;35.0;1;FALSE;FALSE;1080
12;J.LACERDA-A2-unit4;35.0;1;FALSE;FALSE;137
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;2638
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;2638
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;2638
16;CUBATAO-unit1;110.00000000000001;1;FALSE;FALSE;552
17;CUBATAO-unit2;0;0;FALSE;FALSE;552
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;3528
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;5638
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;3505
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;2880
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;5638
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;4531
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;4177
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;4487
26;JARAQUI-unit6;36.1;1;FALSE;FALSE;6966
27;JARAQUI-unit7;26.899999999999995;1;FALSE;FALSE;6966
28;MANAUARA-unit1;11.6;1;FALSE;FALSE;840
29;MANAUARA-unit2;16.7;1;FALSE;FALSE;354
30;MANAUARA-unit3;10.0;1;FALSE;FALSE;21
31;MANAUARA-unit4;16.7;1;FALSE;FALSE;96
32;MANAUARA-unit5;10.0;1;FALSE;FALSE;307
33;N.FLU_DESSEM-unit1;0;0;FALSE;FALSE;10479
34;N.FLU_DESSEM-unit2;133.33333333333331;1;FALSE;FALSE;10479
35;N.FLU_DESSEM-unit3;133.33333333333331;1;FALSE;FALSE;10479
36;N.FLU_DESSEM-unit4;133.33333333333331;1;FALSE;FALSE;10479
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;6826
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;6826
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;6826
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;6826
41;TERMORIO-unit1;0;0;FALSE;FALSE;4942
42;TERMORIO-unit2;0;0;FALSE;FALSE;4942
43;TERMORIO-unit3;0;0;FALSE;FALSE;4942
44;TERMORIO-unit4;0;0;FALSE;FALSE;4942
45;TERMORIO-unit5;0;0;FALSE;FALSE;4942
46;TERMORIO-unit6;90.0;1;FALSE;FALSE;4942
47;TERMORIO-unit7;90.0;1;FALSE;FALSE;4942
48;TERMORIO-unit8;90.0;1;FALSE;FALSE;4942
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
51;T.LAGOAS-unit3;0.0;0;FALSE;FALSE;3600
52;T.LAGOAS-unit4;0.0;0;FALSE;FALSE;3600
53;T.LAGOAS-unit5;0.0;0;FALSE;FALSE;3600
54;T.LAGOAS-unit6;0.0;0;FALSE;FALSE;3600
55;MARANHAO 3-unit1;155.0;1;FALSE;FALSE;1025
56;MARANHAO 3-unit2;155.0;1;FALSE;FALSE;1025
57;MARANHAO 3-unit3;180.0;1;FALSE;FALSE;1025
58;TERMOPERNAMB-unit1;0.0;0;FALSE;FALSE;3600
59;TERMOPERNAMB-unit2;0.0;0;FALSE;FALSE;3600
60;TERMOPERNAMB-unit3;0.0;0;FALSE;FALSE;3600
61;B FLUMINENSE-unit1;0.0;0;FALSE;FALSE;3600
62;B FLUMINENSE-unit2;0.0;0;FALSE;FALSE;3600
63;B FLUMINENSE-unit3;0.0;0;FALSE;FALSE;3600
64;MARANHAO 4-unit1;0;0;FALSE;FALSE;3215
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;0;0;FALSE;FALSE;3216
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;4285
69;FORTALEZA-unit2;0;0;FALSE;FALSE;5713
70;FORTALEZA-unit3;0;0;FALSE;FALSE;3647
71;LINHARES-unit1;51.0;1;FALSE;FALSE;4825
72;LINHARES-unit2;51.0;1;FALSE;FALSE;779
73;LINHARES-unit3;51.0;1;FALSE;FALSE;4825
74;LINHARES-unit4;34.0;1;FALSE;FALSE;744
75;N VENECIA;0;0;FALSE;FALSE;5175
76;J.DEFORA-unit1;0;0;FALSE;FALSE;2697
77;J.DEFORA-unit2;0;0;FALSE;FALSE;3983
78;RALMEIDA(L)-unit1;0;0;FALSE;FALSE;4166
79;RALMEIDA(L)-unit2;0;0;FALSE;FALSE;6172
80;RALMEIDA(L)-unit3;0;0;FALSE;FALSE;4535
81;RALMEIDA(L)-unit4;0;0;FALSE;FALSE;6888
82;IBIRITE-gas;0;0;FALSE;FALSE;1874
83;IBIRITE-steam;0.0;0;FALSE;FALSE;3600
84;TERMOCEARA(L)-unit1;0;0;FALSE;FALSE;4224
85;TERMOCEARA(L)-unit2;0;0;FALSE;FALSE;3168
86;TERMOCEARA(L)-unit3;0;0;FALSE;FALSE;4200
87;TERMOCEARA(L)-unit4;0;0;FALSE;FALSE;4224
88;TERMOBAHIA;150.0;1;FALSE;FALSE;240
89;VALE DO ACU-unit1;155.0;1;FALSE;FALSE;642
90;VALE DO ACU-unit2;0;0;FALSE;FALSE;701
91;URUGUAIANA-unit1;0;0;FALSE;FALSE;7220
92;URUGUAIANA-unit2;0;0;FALSE;FALSE;7220
93;URUGUAIANA-unit3;0;0;FALSE;FALSE;7220
94;M.COVAS-unit1;0;0;FALSE;FALSE;4657
95;M.COVAS-unit2;0.0;0;FALSE;FALSE;3600
96;M.COVAS-unit3;0.0;0;FALSE;FALSE;3600
97;NPIRATININGA-unit1;0;0;FALSE;FALSE;9936
98;NPIRATININGA-unit2;0;0;FALSE;FALSE;9936
99;NPIRATININGA-unit3;0;0;FALSE;FALSE;9936
100;NPIRATININGA-unit4;0;0;FALSE;FALSE;9399
101;NPIRATININGA-unit5;0;0;FALSE;FALSE;9399
102;NPIRATININGA-unit6;0;0;FALSE;FALSE;6395
103;TERMOMACAE-unit1;0;0;FALSE;FALSE;4484
104;TERMOMACAE-unit2;0;0;FALSE;FALSE;6888
105;TERMOMACAE-unit3;0;0;FALSE;FALSE;2675
106;TERMOMACAE-unit4;0;0;FALSE;FALSE;6888
107;TERMOMACAE-unit5;0;0;FALSE;FALSE;6888
108;TERMOMACAE-unit6;0;0;FALSE;FALSE;6888
109;TERMOMACAE-unit7;0;0;FALSE;FALSE;6888
110;TERMOMACAE-unit8;0;0;FALSE;FALSE;6888
111;TERMOMACAE-unit9;0;0;FALSE;FALSE;6888
112;TERMOMACAE-unit10;0;0;FALSE;FALSE;6888
113;TERMOMACAE-unit11;0;0;FALSE;FALSE;6888
114;TERMOMACAE-unit12;0;0;FALSE;FALSE;4488
115;TERMOMACAE-unit13;0;0;FALSE;FALSE;6888
116;TERMOMACAE-unit14;0;0;FALSE;FALSE;4588
117;TERMOMACAE-unit15;0;0;FALSE;FALSE;6888
118;TERMOMACAE-unit16;0;0;FALSE;FALSE;6888
119;TERMOMACAE-unit17;0;0;FALSE;FALSE;6888
120;TERMOMACAE-unit18;0;0;FALSE;FALSE;6888
121;TERMOMACAE-unit19;0;0;FALSE;FALSE;4488
122;TERMOMACAE-unit20;0;0;FALSE;FALSE;6888
123;S.TIARAJU(L)-gas;0;0;FALSE;FALSE;1683
124;S.TIARAJU(L)-steam;0.0;0;FALSE;FALSE;3600
125;TNORTE 2-unit1;0;0;FALSE;FALSE;6888
126;TNORTE 2-unit2;0;0;FALSE;FALSE;6888
127;TNORTE 2-unit3;0;0;FALSE;FALSE;6888
128;TNORTE 2-unit4;0;0;FALSE;FALSE;6888
129;APAREC B1-unit1;40.0;1;FALSE;FALSE;15
130;APAREC B1-unit2;0;0;FALSE;FALSE;49
131;APAREC B1-unit3;0;0;FALSE;FALSE;2
132;APAREC B1-unit4;40.0;1;FALSE;FALSE;2
133;SUZANO MA;0.0;0;FALSE;FALSE;3600
134;ANGRA 2;0;0;FALSE;FALSE;600
135;ANGRA 1;640.0;1;FALSE;FALSE;3003
136;CRIST.ROCHA-unit1;13.77;1;FALSE;FALSE;5
137;CRIST.ROCHA-unit2;17.08;1;FALSE;FALSE;156
138;CRIST.ROCHA-unit3;17.08;1;FALSE;FALSE;44
139;CRIST.ROCHA-unit4;0;0;FALSE;FALSE;3
140;CRIST.ROCHA-unit5;17.08;1;FALSE;FALSE;1562
141;TAMBAQUI-unit1;0;0;FALSE;FALSE;46
142;TAMBAQUI-unit2;26.899999999999995;1;FALSE;FALSE;5344
143;TAMBAQUI-unit3;36.1;1;FALSE;FALSE;98
144;MARACANAU-unit1;0;0;FALSE;FALSE;4533
145;MARACANAU-unit2;0;0;FALSE;FALSE;7220
146;MARACANAU-unit3;0;0;FALSE;FALSE;4533
147;MARACANAU-unit4;0;0;FALSE;FALSE;4533
148;MARACANAU-unit5;0;0;FALSE;FALSE;4533
149;MARACANAU-unit6;0;0;FALSE;FALSE;4533
150;MARACANAU-unit7;0;0;FALSE;FALSE;4533
151;MARACANAU-unit8;0;0;FALSE;FALSE;4533
152;T.NORDESTE-unit1;0;0;FALSE;FALSE;2928
153;T.NORDESTE-unit2;0;0;FALSE;FALSE;4725
154;T.NORDESTE-unit3;0;0;FALSE;FALSE;2928
155;T.PARAIBA-unit1;0;0;FALSE;FALSE;2921
156;T.PARAIBA-unit2;0;0;FALSE;FALSE;3487
157;T.PARAIBA-unit3;0;0;FALSE;FALSE;2928
158;GERAMAR I-unit1;0;0;FALSE;FALSE;7220
159;GERAMAR I-unit2;0;0;FALSE;FALSE;7220
160;GERAMAR I-unit3;0;0;FALSE;FALSE;7220
161;GERAMAR I-unit4;0;0;FALSE;FALSE;7220
162;GERAMAR I-unit5;0.0;0;FALSE;FALSE;3600
163;GERAMAR I-unit6;0.0;0;FALSE;FALSE;3600
164;GERAMAR I-unit7;0.0;0;FALSE;FALSE;3600
165;GERAMAR I-unit8;0.0;0;FALSE;FALSE;3600
166;GERAMAR I-unit9;0.0;0;FALSE;FALSE;3600
167;GERAMAR I-unit10;0.0;0;FALSE;FALSE;3600
168;GERAMAR I-unit11;0.0;0;FALSE;FALSE;3600
169;GERAMAR I-unit12;0.0;0;FALSE;FALSE;3600
170;GERAMAR I-unit13;0.0;0;FALSE;FALSE;3600
171;GERAMAR I-unit14;0.0;0;FALSE;FALSE;3600
172;GERAMAR I-unit15;0.0;0;FALSE;FALSE;3600
