<BEGIN>;;
ID;Name;Initial reservoir volume (hm3)
1;ITAIPU;27695.19
2;TUCURUI;49557.7312
3;BELO MONTE;2222.137
4;JIRAU;1517.320669
5;STO ANTONIO;2282.8
6;I. SOLTEIRA;19455.9754
7;XINGO;3753.469
8;P.AFONSO 4;116.03925
9;ITUMBIARA;12075.2896
10;TELES PIRES;897.22
11;SAO SIMAO;10699.612
12;G.B. MUNHOZ;3950.317
13;JUPIA;3291.843125
14;P. PRIMAVERA;16166.61118
15;MARIMBONDO;2989.792
16;ITAPARICA;10211.1268
17;ITA;4908.61514
18;SLT.SANTIAGO;4260.3118
19;P.AFONSO 123;24.08018
20;A. VERMELHA;7727.178
21;FURNAS;15999.4971
22;SERRA MESA;27334.15
23;SEGREDO;2744.942
24;SALTO CAXIAS;3461.719404
25;EMBORCACAO;10040.2384
26;MACHADINHO;3179.4417
27;LC BARRETO;1329.389655
28;ESTREITO TOC;5115.876768
29;SALTO OSORIO;1095.241498
30;SOBRADINHO;29414.284
31;LAJEADO;4924.076355
32;CAMPOS NOVOS;1392.3142
33;TRES IRMAOS;12405.9351
34;BARRA GRANDE;4434.12443
35;CACH.DOURADA;377.932012
36;MOXOTO;1124.314
37;TRES MARIAS;17764.9188
38;PIMENTAL;2400.553362
39;CHAVANTES;6862.1404
40;ROSANA;1849.821808
41;TAQUARUCU;676.69187
42;CAPIVARA;6870.3436
43;FONTES;467
44;NILO PEÇANHA;38
45;PEREIRA PASSOS;15.4
46;FUNIL;513.142
47;LAJES;267.214
48;PARAIBUNA;3269.5472
49;SANTA BRANCA;274.836
50;JAGUARI;956.7054
51;SANTA CECÍLIA;6
52;SANTANA;10.1076
53;VIGARIO;17.4882
54;PICADA;7
55;SOBRAGI;0.087
56;SIMPLÍCIO;126.5
57;ILHA DOS POMBOS;5.754
58;CORUMBÁ IV;3455.82934
59;CORUMBÁ III;759.2856
60;CORUMBÁ I;1290.086
61;BATALHA;1449.261396
62;SERRA DO FACÃO;3618.8952
63;NOVA PONTE;7462.908
64;MIRANDA;1078.92624
65;AMADOR AGUIAR I;230.593802
66;AMADOR AGUIAR II;871.4902
67;ESPORA;193.931725
68;SALTO;1163.154086
69;SALTO DO RIO VERDINHO;393.0042
70;CAÇU;201.3203
71;BARRA DOS COQUEIROS;319.342
72;FOZ DO RIO CLARO;95.33
73;CAMARGOS;770.9664
74;ITUTINGA;11.21
75;FUNIL - GRANDE;268.93
76;MASCARENHAS DE MORAES;3325.5
77;JAGUARA;410.562
78;IGARAPAVA;241.84
79;VOLTA GRANDE;2158.3472
80;PORTO COLÔMBIA;1401.7724
81;CACONDE;440.693615
82;E. DA CUNHA;13.34
83;A. S. OLIVEIRA;22.847232
84;SÃO DOMINGOS;112.596749
85;GUARAPIRANGA;114.284
86;BILLINGS;679.982
87;PEDREIRA;0.64
88;TRAIÇÃO;0.64
90;EDGARD DE SOUZA;0.64
91;BARRA BONITA;2851.9702
92;BARIRI;518.238363
93;IBITINGA;959.281875
94;PROMISSÃO;6480.43539
95;N.AVANHANDAVA;2679.6358
96;HENRY BORDEN;1
97;JURUMIRIM;5104.633994
98;PIRAJU;114.09
99;OURINHOS;22.34
100;L. N. GARCEZ;39.837632
101;CANOAS II;151
102;CANOAS I;212
103;MAUÁ;1813.1672
104;SANTA CLARA - PR;416.6686
105;FUNDÃO;26.67528
106;JORDÃO;96.37572
107;BAIXO IGUAÇU;203.942856
108;MANSO;6081.9397
109;ITIQUIRA I;5
110;ITIQUIRA II;1
111;PONTE PEDRA;99.1992
112;JAURU;17.15
113;PASSO FUNDO;1114.132742
114;MONJOLINHO;142.725652
115;GARIBALDI;268.394136
116;QUEBRA-QUEIXO;131.081575
117;SÃO JOSÉ;188.11
118;PASSO S. JOÃO;102.4
119;FOZ DO CHAPECÓ;1445.377524
120;ERNESTINA;163.5
121;PASSO REAL;2793.916
122;JACUÍ;22.109825
123;ITAÚBA;601.71208
124;DONA FRANCISCA;330
125;CASTRO ALVES;91.766
126;MONTE CLARO;11.35
127;14 DE JULHO;55.18
128;SALTO PILÃO;0.14392
129;CAPIVARI-CACHOEIRA;80.33
130;ROSAL;17
131;GUILMAN-AMORIM;2.7281
132;SÁ CARVALHO;1.8
133;CANDONGA;19.4
134;BAGUARI;38.07
135;AIMORÉS;184.65
136;MASCARENHAS;24.43
137;SALTO GRANDE;78
138;PORTO ESTRELA;89.04
139;SANTA CLARA - MG;146
140;IRAPÉ;5043.681716
141;ITAPEBI;1627.461703
142;PEDRA DO CAVALO;114.5
143;RETIRO BAIXO;210.152796
144;QUEIMADO;476.332275
145;BOA ESPERANÇA;4823.8208
146;CANA BRAVA;2289.7558
147;SÃO SALVADOR;942.673373
148;PEIXE ANGICAL;2537.029854
149;DARDANELOS;0.12
150;RONDON II;391.366744
151;GUAPORÉ;22.228405
152;SAMUEL;2786.521788
153;BALBINA;15827.75551
154;SANTO ANTÔNIO JARI;133.39
155;SINOP;1798.03808
156;COLÍDER;1498.455056
157;SÃO MANOEL;570.08
158;CURUÁ-UNA;602
159;CACHOEIRA CALDEIRÃO;230.56
160;COARACY NUNES;138.8
161;FERREIRA GOMES;123.812438
162;FONTES BC;37.2
</END>;;
