ITAIPU;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;1343.0;
TUCURUI;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;559.0;
BELO MONTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
JIRAU;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;6562.0;
STO ANTONIO;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
I. SOLTEIRA;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;121.0;
XINGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
P.AFONSO 4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
ITUMBIARA;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;
TELES PIRES;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;180.0;
