<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Comments
1;g1;44.0;45.0;424.97023690373453;31.5;31.5;1;1;1268;0;235.98200000000003;0;
2;g2;44.0;45.0;413.55372912372394;31.5;31.5;1;1;1268;0;276.54699999999997;0;
3;g3;6.7166771606330755;21.780365354546376;162.09321213607438;15.25;15.25;1;1;1356;0;456.091;0;
4;g4;6.375511672502017;24.781336722936224;193.2075988708761;17.35;17.35;4;4;89;0;431.99300000000005;0;
5;g5;6.886150351021014;23.128994827417955;161.39871370748656;16.19;16.19;1;1;125;0;309.54;0;
6;g6;6.215658140429138;19.55593702515995;73.3741641342551;13.69;13.69;2;2;908;0;370.849;0;
7;g7;4.714590103073755;11.805076117923678;119.82916894906566;8.26;8.26;4;4;817;0;132.488;0;
8;g8;3.0651250453539354;13.891961185374022;138.83732076246716;9.72;9.72;1;1;817;0;238.843;0;
9;g9;3.51578596345633;11.719275132210088;54.76740605074063;8.2;8.2;2;2;817;0;89.399;0;
10;g10;12.930417405447006;28.001267142337408;170.94593588309166;19.6;19.6;2;2;1335;0;430.90200000000004;0;
11;g11;5.90471980996438;10.981371795052446;115.89478618952032;7.69;7.69;2;2;396;0;13.722999999999999;0;
12;g12;5.252135483105802;10.835132594369586;119.0250643139193;7.58;7.58;4;4;396;0;13.139;0;
13;g13;11.15818145423443;28.020288758375088;130.16679802132558;19.61;19.61;4;4;975;0;316.762;0;
14;g14;17.03525212603772;53.382621747996964;75.00498264182603;37.37;37.37;2;2;858;0;170.058;0;
15;g15;8.4;36.23128243100175;50.94262997618441;25.36;25.36;2;2;921;0;6.817;0;
16;g16;8.4;35.67983512375066;50.05089992534653;24.98;24.98;1;1;921;0;6.714;0;
17;g17;17.4;83.96285974884995;250.6682517647058;58.77;58.77;1;1;1255;0;760.394;0;
18;g18;1.6936328889144612;8.171775037925258;3.7970132907206287;5.72;5.72;2;2;169;0;9.798;0;
19;g19;0;3.981513699620496;0.0;2.79;2.79;0;0;448;0;0;0;
20;g20;5.0346276315367815;12.843965277225374;182.66765369552604;8.99;8.99;4;4;241;0;143.807;0;
21;g21;4.678090294221002;12.876377912078633;190.86425088425187;9.01;9.01;1;1;241;0;156.767;0;
22;g22;4.932522942518117;12.778549573562525;202.53634764401647;8.94;8.94;1;1;241;0;164.278;0;
23;g23;4.3429971266625405;12.793949300996184;161.12115833660428;8.96;8.96;4;4;241;0;138.24200000000002;0;
24;g24;10.0;48.57142857142856;64.5878606498896;34.0;34.0;2;2;270;0;9.251999999999999;0;
25;g25;1.6307856680303408;7.9452131315731425;0.0;5.56;5.56;4;4;885;0;11.658;0;
26;g26;1.9290097144194607;7.700900259618676;0.8519236044481773;5.39;5.39;1;1;885;0;15.534;0;
27;g27;16.861617400457206;51.86321330273721;97.98278609991682;36.3;36.3;2;2;876;0;157.70999999999998;0;
28;g28;13.136345979783092;26.808706030473985;233.82666782614098;18.77;18.77;4;4;46;0;356.01300000000003;0;
29;g29;2.880349911859429;13.680545065760032;135.818907118712;9.58;9.58;2;2;803;0;213.49899999999997;0;
30;g30;8.28;32.15225702016115;42.69774257849093;22.51;22.51;4;4;356;0;5.931;0;
31;g31;32.48920515195789;123.07710216698031;206.71225524029532;86.15;86.15;2;2;100;0;1575.2549999999999;0;
32;g32;10.255618263662322;20.46875220684725;277.3104858772387;14.33;14.33;1;1;707;0;264.606;0;
34;g34;10.6;51.519690329234514;64.53925259881888;36.06;36.06;4;4;973;0;87.535;0;
35;g35;18.047698921576185;51.33636105051928;98.29475012899026;35.94;35.94;2;2;1118;0;61.178;0;
36;g36;11.264477276077251;25.714510255704504;193.92945599764622;18.0;18.0;1;1;897;0;391.896;0;
37;g37;8.17444858315244;25.677562344536305;312.43550417244126;17.97;17.97;2;2;897;0;323.774;0;
38;g38;2.10258206802365;5.179470847251227;0.0;3.63;3.63;2;2;58;0;12.626999999999999;0;
39;g39;7.019262469375434;25.0194266269472;303.1828942043596;17.51;17.51;1;1;82;0;473.079;0;
40;g40;10.4;50.201021853396746;63.1062623083802;35.14;35.14;1;1;474;0;136.6;0;
41;g41;16.30038996161524;54.26419008692916;71.27081680250194;37.98;37.98;1;1;1221;0;82.85;0;
42;g42;12.4;59.747363251182946;310.9974532065841;41.82;41.82;4;4;355;0;160.513;0;
43;g43;23.77426978408133;75.83020061140283;353.1587409751427;53.08;53.08;2;2;471;0;1502.901;0;
44;g44;2.8747573617666173;10.919492078782106;25.05542664930606;7.64;7.64;4;4;1321;0;19.774;0;
45;g45;0;2.077698436873489;0.0;1.45;1.45;0;0;1321;0;0.0;0;
46;g46;7.168912521353185;23.44482448975213;271.88348836457305;16.41;16.41;1;1;1829;0;395.496;0;
47;g47;7.8;34.315327214844814;45.8529239999165;24.02;24.02;4;4;1005;0;263.108;0;
48;g48;9.929717942716621;26.368154967593313;79.93986769955981;18.46;18.46;1;1;14;0;331.992;0;
49;g49;10.005965941572104;23.310121442598245;328.1820429021276;16.32;16.32;4;4;14;0;355.11;0;
50;g50;240.4438106915271;670.0;810.7081327217137;469.0;469.0;2;2;1628;0;7283.603;0;
51;g51;179.81395459526397;700.0;505.3726881350643;490.0;490.0;2;2;1629;0;2851.2110000000002;0;
52;g52;10.61913407702014;26.00856610755752;43.03672198573652;18.21;18.21;1;1;1844;0;428.736;0;
53;g53;17.2;82.53618557164447;219.32396533955267;57.78;57.78;4;4;1630;0;1116.77;0;
54;g54;9.8;47.55031273072568;64.13744945328006;33.29;33.29;2;2;1631;0;9.059999999999999;0;
55;g55;13.212345736441145;18.529910131571846;17.852778933077026;12.97;12.97;2;2;1846;0;150.26600000000002;0;
56;g56;14.710336017582762;27.389057180162958;20.97244234349673;19.17;19.17;2;2;1632;0;425.067;0;
57;g57;11.482194007267008;21.004252970968395;0.0;14.7;14.7;4;4;1847;0;353.117;0;
58;g58;10.664340731911963;21.286668316826937;236.62362391774414;14.9;14.9;2;2;1848;0;259.431;0;
59;g59;18.4;83.1297204931295;177.753566824547;58.19;58.19;4;4;1852;0;579.4399999999999;0;
60;g60;19.151412762304663;83.53923716562417;149.09780563440864;58.48;58.48;2;2;1854;0;1067.107;0;
61;g61;349.2280961966154;932.4109739312555;848.7573694336108;652.69;652.69;1;1;1633;0;5521.239;0;
62;g62;370.6547756424738;962.44990326225;937.8744729728721;673.71;673.71;2;2;1634;0;6841.652;0;
63;g63;304.42371288972834;971.9105520965679;837.8289385872237;680.34;680.34;2;2;1635;0;6081.887000000001;0;
64;g64;283.92043235125703;936.6416020810484;778.073704104547;655.65;655.65;2;2;1636;0;3866.0089999999996;0;
65;g65;172.7635766883459;250.6031211598625;464.4068363456478;175.42;175.42;4;4;1637;0;4952.3279999999995;0;
66;g66;160.3313086151492;248.8417795079582;430.97494322893317;174.19;174.19;4;4;1638;0;5866.144;0;
67;g67;155.3799725891529;249.47528480360603;398.5763445398434;174.63;174.63;4;4;1639;0;3312.5379999999996;0;
68;g68;138.37150104328805;301.16046220420964;365.00708356876163;210.81;210.81;1;1;1640;0;2686.936;0;
69;g69;97.9406708691023;153.22735643073617;567.9466408659061;107.26;107.26;4;4;1641;0;713.348;0;
70;g70;12.65027923001648;56.776622029100366;96.06430639871667;39.74;39.74;4;4;1642;0;80.489;0;
71;g71;14.973257590823717;54.0241910183762;62.02834152064956;37.82;37.82;2;2;1643;0;73.437;0;
72;g72;13.475692190990946;57.0656139108475;169.48895177549497;39.95;39.95;2;2;1855;0;103.835;0;
73;g73;18.544961317436922;55.74723258583576;130.8529920430601;39.02;39.02;4;4;1644;0;104.01400000000001;0;
74;g74;14.181185605918381;54.53949666997752;67.9651639527737;38.18;38.18;2;2;1645;0;79.088;0;
75;g75;154.4921863931374;259.51062222573955;508.1222364431307;181.66;181.66;1;1;1646;0;4987.9800000000005;0;
76;g76;8.99;40.51431367246534;56.55196847972259;28.36;28.36;2;2;1647;0;7.709999999999999;0;
77;g77;12.3503912718202;26.23062934646736;242.55164243617816;18.36;18.36;4;4;1861;0;357.13;0;
78;g78;419.6139952787978;925.6917277673685;941.2718474934658;647.98;647.98;1;1;1648;0;6849.796;0;
79;g79;434.39267228418413;934.5901580374314;970.3919416711673;654.21;654.21;1;1;1649;0;4837.963;0;
80;g80;383.895541466646;918.4293533527141;942.9277421042531;642.9;642.9;4;4;1650;0;7026.897;0;
81;g81;350.83825789100723;912.4740904237563;966.4040166986267;638.73;638.73;1;1;1651;0;5711.236;0;
82;g82;327.9225954658808;1303.3456687335174;798.823225549501;912.34;912.34;2;2;1652;0;10214.399000000001;0;
83;g83;345.69314921160117;1295.1396895310174;848.4732121890204;906.6;906.6;1;1;1862;0;9626.605;0;
84;g84;10.96738035697905;29.89988547346974;157.02669347581204;20.93;20.93;1;1;1653;0;344.161;0;
85;g85;7.36892407358763;18.73281770966072;250.58119057493997;13.11;13.11;2;2;1654;0;74.115;0;
86;g86;12.435986399137498;26.259803333750334;175.25043684095837;18.38;18.38;2;2;1655;0;341.27;0;
87;g87;14.047527294764544;25.874643524732285;186.99447808339764;18.11;18.11;4;4;1656;0;251.59;0;
88;g88;8.299990249559192;23.086209002283706;172.23907945158285;16.16;16.16;2;2;1657;0;273.415;0;
89;g89;10.352258198128254;23.819456494138443;147.26803276268151;16.67;16.67;2;2;1658;0;279.07800000000003;0;
90;g90;8.436251227353393;26.035440576581315;175.10887528667308;18.22;18.22;4;4;1863;0;360.224;0;
91;g91;10.61327641616197;21.77544745671257;162.54916824575142;15.24;15.24;4;4;1659;0;219.10399999999998;0;
92;g92;7.788505783121017;20.939170790547564;46.84214588555078;14.66;14.66;4;4;1660;0;73.096;0;
93;g93;11.28120878939157;21.854170044916916;237.53679262461492;15.3;15.3;1;1;1661;0;218.448;0;
94;g94;10.493825712375447;22.573126810401078;145.127555072007;15.8;15.8;2;2;1662;0;381.951;0;
95;g95;10.833717675816485;24.9344431107249;247.6773972310914;17.45;17.45;2;2;1663;0;275.644;0;
96;g96;6.68358989343762;19.25359757732341;70.05918118523182;13.48;13.48;1;1;1865;0;358.559;0;
97;g97;15.649691097007889;25.207436494259603;266.94260342349696;17.65;17.65;2;2;1866;0;283.99899999999997;0;
98;g98;12.649387085198995;28.588620290252273;150.19160153969284;20.01;20.01;4;4;1664;0;507.404;0;
99;g99;14.317617816380132;23.84964876571016;141.08758123281996;16.69;16.69;4;4;1665;0;260.486;0;
100;g100;11.803437627397841;29.110470625563448;179.37287305141405;20.38;20.38;2;2;1867;0;459.26800000000003;0;
101;g101;15.051960856691455;28.148671807388215;169.7942105988759;19.7;19.7;4;4;1666;0;345.115;0;
102;g102;17.92339815996097;27.30932938270997;181.96304216085485;19.12;19.12;4;4;1868;0;393.627;0;
103;g103;340.35663708007473;1328.4781109493208;931.894981895555;929.93;929.93;4;4;1667;0;12140.36;0;
104;g104;396.19727618755354;1346.7768347728056;1032.608253411056;942.74;942.74;4;4;1668;0;12121.479;0;
105;g105;400.0886124312115;1350.3155280689136;1010.0883509796761;945.22;945.22;2;2;1669;0;10840.046;0;
106;g106;1.4;1.4;2.6396532288936365;1.03;1.03;1;1;1670;0;0.0;0;
107;g107;65.27660160611507;236.92425097786725;224.75139488302761;165.85;165.85;4;4;1873;0;1583.3200000000002;0;
108;g108;83.40625890778955;232.71763746355558;308.01027001803715;162.9;162.9;1;1;1874;0;1643.057;0;
109;g109;320.71890947842235;907.0789636748558;746.5059590048761;634.96;634.96;4;4;1671;0;4514.25;0;
110;g110;339.9749823062114;939.1722309803987;808.6286667195548;657.42;657.42;4;4;1673;0;5243.914;0;
111;g111;358.0303576249635;944.3458691969201;827.7799457266995;661.04;661.04;2;2;1674;0;5035.334;0;
112;g112;403.0;1503.0;1000.8964233664943;1052.1;1052.1;1;1;1675;0;12749.697;0;
113;g113;403.0;1503.0;1034.5220404092108;1052.1;1052.1;4;4;1676;0;12958.331;0;
114;g114;398.00630074319;1498.0;936.2826769363388;1048.6;1048.6;1;1;1875;0;13478.548;0;
115;g115;398.0;1498.0;924.7013394655518;1048.6;1048.6;2;2;1677;0;11989.384;0;
116;g116;28.129520502230125;67.16598424207184;292.3665884728613;47.02;47.02;1;1;2022;0;1698.0490000000002;0;
117;g117;22.137858191170757;71.75432806892967;282.33649751171083;50.23;50.23;1;1;1876;0;1234.261;0;
118;g118;19.362863882073952;73.15401698518119;256.6540601641555;51.21;51.21;2;2;1877;0;1001.7719999999999;0;
119;g119;24.1894084829582;70.89946615662053;365.84557947180986;49.63;49.63;2;2;1878;0;1130.548;0;
120;g120;11.990399392680246;86.73020675936965;95.2224729111687;60.71;60.71;2;2;1678;0;1034.217;0;
121;g121;8.5;87.53684764447334;122.66757723156798;61.28;61.28;1;1;1679;0;981.966;0;
122;g122;9.712799611834084;137.6341903790457;80.22730049770486;96.34;96.34;2;2;1680;0;1301.4959999999999;0;
123;g123;209.94426633405567;684.4657070527971;798.6322780572734;479.13;479.13;2;2;1681;0;6353.338;0;
124;g124;310.63961662347174;610.0;987.3419376726791;427.0;427.0;4;4;1682;0;6478.129;0;
125;g125;310.8263511847258;610.0;957.7808311537804;427.0;427.0;1;1;1683;0;5892.888;0;
126;g126;240.12317649004817;700.0;871.1614346553479;490.0;490.0;2;2;1684;0;7752.0830000000005;0;
127;g127;10.0;48.52121934847001;64.60916858347203;33.96;33.96;2;2;1881;0;9.245000000000001;0;
128;g128;10.0;48.57142857142856;64.57349764519176;34.0;34.0;2;2;1882;0;9.251999999999999;0;
129;g129;10.0;48.57142857142859;64.57930834190253;34.0;34.0;2;2;1685;0;9.251999999999999;0;
130;g130;10.0;48.53325318302795;64.59288089254679;33.97;33.97;2;2;1883;0;9.247;0;
131;g131;10.0;48.403771997851095;64.5849765804694;33.88;33.88;4;4;1884;0;9.228;0;
