<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;5840
1;CANDIOTA 3;0;0;FALSE;FALSE;3284
2;P. PECEM-unit1;360.0;1;FALSE;FALSE;195
3;P. PECEM-unit2;359.86;1;FALSE;FALSE;288
4;P.ITAQUI;360.0;1;FALSE;FALSE;68
5;PECEM 2;365.0;1;FALSE;FALSE;96
6;J.LACERDA-C-unit7;363.0;1;FALSE;FALSE;972
7;J.LACERDA-B-unit5;131.0;1;FALSE;FALSE;996
8;J.LACERDA-B-unit6;131.0;1;FALSE;FALSE;1051
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;26
10;J.LACERDA-A1-unit2;50.0;1;FALSE;FALSE;929
11;J.LACERDA-A2-unit3;66.0;1;FALSE;FALSE;217
12;J.LACERDA-A2-unit4;66.0;1;FALSE;FALSE;252
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;5470
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;5470
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;23
16;CUBATAO-unit1;161.0;1;FALSE;FALSE;248
17;CUBATAO-unit2;0;0;FALSE;FALSE;646
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;259
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;697
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;460
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;1011
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;978
23;SEROPEDICA-unit6;45.0;1;FALSE;FALSE;24
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;24
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;168
26;JARAQUI-unit6;36.1;1;FALSE;FALSE;1620
27;JARAQUI-unit7;26.899999999999995;1;FALSE;FALSE;1620
28;MANAUARA-unit1;11.6;1;FALSE;FALSE;189
29;MANAUARA-unit2;16.7;1;FALSE;FALSE;178
30;MANAUARA-unit3;16.7;1;FALSE;FALSE;39
31;MANAUARA-unit4;10.0;1;FALSE;FALSE;28
32;MANAUARA-unit5;0;0;FALSE;FALSE;1
33;N.FLU_DESSEM-unit1;177.7;1;FALSE;FALSE;13311
34;N.FLU_DESSEM-unit2;178.2;1;FALSE;FALSE;13311
35;N.FLU_DESSEM-unit3;179.8;1;FALSE;FALSE;13311
36;N.FLU_DESSEM-unit4;290.30000000000007;1;FALSE;FALSE;13311
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;9658
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;9658
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;9658
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;9658
41;TERMORIO-unit1;0;0;FALSE;FALSE;7774
42;TERMORIO-unit2;0;0;FALSE;FALSE;7774
43;TERMORIO-unit3;0;0;FALSE;FALSE;7774
44;TERMORIO-unit4;0;0;FALSE;FALSE;7774
45;TERMORIO-unit5;0;0;FALSE;FALSE;7774
46;TERMORIO-unit6;100.0;1;FALSE;FALSE;7774
47;TERMORIO-unit7;100.0;1;FALSE;FALSE;7774
48;TERMORIO-unit8;100.0;1;FALSE;FALSE;7774
49;T.LAGOAS-unit1;60.0;1;FALSE;FALSE;9720
50;T.LAGOAS-unit2;60.0;1;FALSE;FALSE;9720
51;T.LAGOAS-unit3;60.0;1;FALSE;FALSE;9720
52;T.LAGOAS-unit4;60.0;1;FALSE;FALSE;9720
53;T.LAGOAS-unit5;60.0;1;FALSE;FALSE;9720
54;T.LAGOAS-unit6;60.0;1;FALSE;FALSE;9720
55;MARANHAO 3-unit1;155.0;1;FALSE;FALSE;3953
56;MARANHAO 3-unit2;155.0;1;FALSE;FALSE;3953
57;MARANHAO 3-unit3;208.0;1;FALSE;FALSE;3953
58;TERMOPERNAMB-unit1;164.7;1;FALSE;FALSE;4979
59;TERMOPERNAMB-unit2;160.5;1;FALSE;FALSE;4979
60;TERMOPERNAMB-unit3;207.80000000000004;1;FALSE;FALSE;4979
61;B FLUMINENSE-unit1;150.0;1;FALSE;FALSE;888
62;B FLUMINENSE-unit2;150.0;1;FALSE;FALSE;888
63;B FLUMINENSE-unit3;220.00000000000003;1;FALSE;FALSE;888
64;MARANHAO 4-unit1;168.872;1;FALSE;FALSE;816
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;168.872;1;FALSE;FALSE;900
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;8545
69;FORTALEZA-unit2;0;0;FALSE;FALSE;8545
70;FORTALEZA-unit3;0;0;FALSE;FALSE;8545
71;LINHARES-unit1;34.0;1;FALSE;FALSE;7657
72;LINHARES-unit2;51.0;1;FALSE;FALSE;3611
73;LINHARES-unit3;51.0;1;FALSE;FALSE;7657
74;LINHARES-unit4;51.0;1;FALSE;FALSE;3576
75;N VENECIA;110.00000000000001;1;FALSE;FALSE;15
76;J.DEFORA-unit1;43.9;1;FALSE;FALSE;278
77;J.DEFORA-unit2;40.1;1;FALSE;FALSE;278
78;RALMEIDA(L)-unit1;0;0;FALSE;FALSE;6998
79;RALMEIDA(L)-unit2;0;0;FALSE;FALSE;9004
80;RALMEIDA(L)-unit3;0;0;FALSE;FALSE;7367
81;RALMEIDA(L)-unit4;0;0;FALSE;FALSE;9720
82;IBIRITE-gas;150.0;1;FALSE;FALSE;312
83;IBIRITE-steam;0.0;0;FALSE;FALSE;3600
84;TERMOCEARA(L)-unit1;0;0;FALSE;FALSE;7056
85;TERMOCEARA(L)-unit2;0;0;FALSE;FALSE;6000
86;TERMOCEARA(L)-unit3;0;0;FALSE;FALSE;7032
87;TERMOCEARA(L)-unit4;0;0;FALSE;FALSE;7056
88;TERMOBAHIA;0;0;FALSE;FALSE;143
89;VALE DO ACU-unit1;0;0;FALSE;FALSE;143
