<BEGIN>;;
ID;Name;Initial reservoir volume (hm3)
1;ITAIPU;27695.19
2;TUCURUI;20138.0158
3;BELO MONTE;3080
4;JIRAU;1249.83
5;STO ANTONIO;2077.3
6;I. SOLTEIRA;18362.0724
7;XINGO;3745.8182
8;P.AFONSO 4;114.40495
9;ITUMBIARA;5157.0926
10;TELES PIRES;897.22
11;SAO SIMAO;8334.032
12;G.B. MUNHOZ;2107.936
13;JUPIA;3169.656125
14;P. PRIMAVERA;15903.41134
15;MARIMBONDO;1095.666
16;ITAPARICA;8835.5672
17;ITA;4529.875745
18;SLT.SANTIAGO;4029.5725
19;P.AFONSO 123;25.16406
20;A. VERMELHA;6157.8696
21;FURNAS;9718.7355
22;SERRA MESA;22226.325
23;SEGREDO;2571.7776
24;SALTO CAXIAS;3403.23966
25;EMBORCACAO;6469.4224
26;MACHADINHO;2493.9772
27;LC BARRETO;1248.260145
28;ESTREITO TOC;4819.885824
29;SALTO OSORIO;1074.866396
30;SOBRADINHO;21871.4701
31;LAJEADO;4866.626088
32;CAMPOS NOVOS;1360.192
33;TRES IRMAOS;11572.3118
34;BARRA GRANDE;2858.259688
35;CACH.DOURADA;491.817883
36;MOXOTO;1072.06
37;TRES MARIAS;12452.7582
38;PIMENTAL;2276.29
39;CHAVANTES;6841.1575
40;ROSANA;1841.466828
41;TAQUARUCU;652.311925
42;CAPIVARA;5545.81
43;FONTES;467
44;NILO PEÇANHA;38
45;PEREIRA PASSOS;15.4
46;FUNIL;450.101
47;LAJES;267.214
48;PARAIBUNA;2637.1708
49;SANTA BRANCA;218.3488
50;JAGUARI;606.2787
51;SANTA CECÍLIA;6
52;SANTANA;10.1076
53;VIGARIO;17.4882
54;PICADA;7
55;SOBRAGI;0.063
56;SIMPLÍCIO;126.5
57;ILHA DOS POMBOS;3
58;CORUMBÁ IV;3075.29772
59;CORUMBÁ III;717.942
60;CORUMBÁ I;579.077
61;BATALHA;736.989276
62;SERRA DO FACÃO;2597.5491
63;NOVA PONTE;4416.378
64;MIRANDA;1059.7944
65;AMADOR AGUIAR I;228.27
66;AMADOR AGUIAR II;869.67124
67;ESPORA;115.92681
68;SALTO;1151.952546
69;SALTO DO RIO VERDINHO;390.1409
70;CAÇU;226.4501
71;BARRA DOS COQUEIROS;328.225888
72;FOZ DO RIO CLARO;95.33
73;CAMARGOS;169.9968
74;ITUTINGA;11.21
75;FUNIL - GRANDE;267.074275
76;MASCARENHAS DE MORAES;2321.25
77;JAGUARA;423
78;IGARAPAVA;240.65659
79;VOLTA GRANDE;2098.1812
80;PORTO COLÔMBIA;1324.2971
81;CACONDE;215.11334
82;E. DA CUNHA;13.34
83;A. S. OLIVEIRA;22.644368
84;SÃO DOMINGOS;114.349526
85;GUARAPIRANGA;114.284
86;BILLINGS;679.982
87;PEDREIRA;0.64
88;TRAIÇÃO;0.64
90;EDGARD DE SOUZA;0.64
91;BARRA BONITA;1816.076
92;BARIRI;517.6905
93;IBITINGA;945.680625
94;PROMISSÃO;5957.11959
95;N.AVANHANDAVA;2593.1106
96;HENRY BORDEN;1
97;JURUMIRIM;4535.318856
98;PIRAJU;114.09
99;OURINHOS;22.34
100;L. N. GARCEZ;42.802992
101;CANOAS II;151
102;CANOAS I;212
103;MAUÁ;1605.2024
104;SANTA CLARA - PR;197.8986
105;FUNDÃO;28.08864
106;JORDÃO;110
107;BAIXO IGUAÇU;200.022264
108;MANSO;5203.427
109;ITIQUIRA I;5
110;ITIQUIRA II;1
111;PONTE PEDRA;92.60592
112;JAURU;17.15
113;PASSO FUNDO;824.642621
114;MONJOLINHO;141.58483
115;GARIBALDI;254.650912
116;QUEBRA-QUEIXO;125.693863
117;SÃO JOSÉ;177.02322
118;PASSO S. JOÃO;77.998
119;FOZ DO CHAPECÓ;1444.080197
120;ERNESTINA;163.5
121;PASSO REAL;2240.9628
122;JACUÍ;21.495197
123;ITAÚBA;572.76148
124;DONA FRANCISCA;285.638704
125;CASTRO ALVES;91.1018148
126;MONTE CLARO;9.89
127;14 DE JULHO;50.47
128;SALTO PILÃO;0.1884
129;CAPIVARI-CACHOEIRA;43.0148
130;ROSAL;17
131;GUILMAN-AMORIM;2.7281
132;SÁ CARVALHO;1.8
133;CANDONGA;19.4
134;BAGUARI;38.07
135;AIMORÉS;184.65
136;MASCARENHAS;21.3963088
137;SALTO GRANDE;78
138;PORTO ESTRELA;75.34488
139;SANTA CLARA - MG;146
140;IRAPÉ;3840.207973
141;ITAPEBI;1633.56
142;PEDRA DO CAVALO;114.5
143;RETIRO BAIXO;205.350571
144;QUEIMADO;165.89775
145;BOA ESPERANÇA;3536.0888
146;CANA BRAVA;2211.2821
147;SÃO SALVADOR;921.457529
148;PEIXE ANGICAL;2431.613172
149;DARDANELOS;0.12
150;RONDON II;253.485516
151;GUAPORÉ;22.422335
152;SAMUEL;943.23
153;BALBINA;11517.52373
154;SANTO ANTÔNIO JARI;110.763164
155;SINOP;1533.07052
156;COLÍDER;1505.066912
157;SÃO MANOEL;570.08
158;CURUÁ-UNA;577.77004
159;CACHOEIRA CALDEIRÃO;230.56
160;COARACY NUNES;136.846667
161;FERREIRA GOMES;127.767687
162;FONTES BC;37.2
</END>;;
