ITAIPU;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;4507.0;
TUCURUI;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;825.0;
BELO MONTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
JIRAU;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;5017.0;
STO ANTONIO;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;77.0;
I. SOLTEIRA;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;153.0;
XINGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
P.AFONSO 4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
ITUMBIARA;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;
TELES PIRES;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;214.0;
