<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;3824
1;CANDIOTA 3;0;0;FALSE;FALSE;1268
2;P. PECEM-unit1;0;0;FALSE;FALSE;4146
3;P. PECEM-unit2;0;0;FALSE;FALSE;4003
4;P.ITAQUI;0;0;FALSE;FALSE;4137
5;PECEM 2;0;0;FALSE;FALSE;4462
6;J.LACERDA-C-unit7;0;0;FALSE;FALSE;1054
7;J.LACERDA-B-unit5;80.01;1;FALSE;FALSE;787
8;J.LACERDA-B-unit6;0;0;FALSE;FALSE;456
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;3552
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;3645
11;J.LACERDA-A2-unit3;35.01;1;FALSE;FALSE;622
12;J.LACERDA-A2-unit4;35.0;1;FALSE;FALSE;137
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;3454
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;3454
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;3454
16;CUBATAO-unit1;0;0;FALSE;FALSE;24
17;CUBATAO-unit2;45.0;1;FALSE;FALSE;84
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;4344
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;6454
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;4321
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;3696
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;6454
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;5347
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;4993
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;5303
26;JARAQUI-unit6;36.1;1;FALSE;FALSE;7782
27;JARAQUI-unit7;26.899999999999995;1;FALSE;FALSE;7782
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;73
29;MANAUARA-unit2;16.7;1;FALSE;FALSE;112
30;MANAUARA-unit3;16.7;1;FALSE;FALSE;18
31;MANAUARA-unit4;14.899999999999999;1;FALSE;FALSE;42
32;MANAUARA-unit5;0;0;FALSE;FALSE;2
33;N.FLU_DESSEM-unit1;0;0;FALSE;FALSE;11295
34;N.FLU_DESSEM-unit2;133.33333333333331;1;FALSE;FALSE;11295
35;N.FLU_DESSEM-unit3;133.33333333333331;1;FALSE;FALSE;11295
36;N.FLU_DESSEM-unit4;133.33333333333331;1;FALSE;FALSE;11295
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;7642
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;7642
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;7642
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;7642
41;TERMORIO-unit1;0;0;FALSE;FALSE;5758
42;TERMORIO-unit2;0;0;FALSE;FALSE;5758
43;TERMORIO-unit3;0;0;FALSE;FALSE;5758
44;TERMORIO-unit4;0;0;FALSE;FALSE;5758
45;TERMORIO-unit5;0;0;FALSE;FALSE;5758
46;TERMORIO-unit6;90.0;1;FALSE;FALSE;5758
47;TERMORIO-unit7;90.0;1;FALSE;FALSE;5758
48;TERMORIO-unit8;90.0;1;FALSE;FALSE;5758
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
51;T.LAGOAS-unit3;0.0;0;FALSE;FALSE;3600
52;T.LAGOAS-unit4;0.0;0;FALSE;FALSE;3600
53;T.LAGOAS-unit5;0.0;0;FALSE;FALSE;3600
54;T.LAGOAS-unit6;0.0;0;FALSE;FALSE;3600
55;MARANHAO 3-unit1;155.0;1;FALSE;FALSE;1937
56;MARANHAO 3-unit2;155.0;1;FALSE;FALSE;1937
57;MARANHAO 3-unit3;208.0;1;FALSE;FALSE;1937
58;TERMOPERNAMB-unit1;164.7;1;FALSE;FALSE;2963
59;TERMOPERNAMB-unit2;150.0;1;FALSE;FALSE;2963
60;TERMOPERNAMB-unit3;0.0;0;FALSE;FALSE;3600
61;B FLUMINENSE-unit1;0.0;0;FALSE;FALSE;3600
62;B FLUMINENSE-unit2;0.0;0;FALSE;FALSE;3600
63;B FLUMINENSE-unit3;0.0;0;FALSE;FALSE;3600
64;MARANHAO 4-unit1;0;0;FALSE;FALSE;4031
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;0;0;FALSE;FALSE;4032
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;5101
69;FORTALEZA-unit2;0;0;FALSE;FALSE;6529
