<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;8192
1;CANDIOTA 3;325.0;1;FALSE;FALSE;1028
2;P. PECEM-unit1;0;0;FALSE;FALSE;700
3;P. PECEM-unit2;0;0;FALSE;FALSE;722
4;P.ITAQUI;0;0;FALSE;FALSE;669
5;PECEM 2;0;0;FALSE;FALSE;692
6;J.LACERDA-C-unit7;180.01;1;FALSE;FALSE;1512
7;J.LACERDA-B-unit5;80.01;1;FALSE;FALSE;1409
8;J.LACERDA-B-unit6;0;0;FALSE;FALSE;48
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;815
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;815
11;J.LACERDA-A2-unit3;35.0;1;FALSE;FALSE;1530
12;J.LACERDA-A2-unit4;35.01;1;FALSE;FALSE;1008
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;7822
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;7822
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;1822
16;CUBATAO-unit1;0;0;FALSE;FALSE;833
17;CUBATAO-unit2;0;0;FALSE;FALSE;749
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;338
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;846
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;478
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;851
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;3330
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;815
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;1566
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;1658
26;JARAQUI-unit6;23.6;1;FALSE;FALSE;3972
27;JARAQUI-unit7;36.1;1;FALSE;FALSE;3972
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;182
29;MANAUARA-unit2;10.0;1;FALSE;FALSE;118
30;MANAUARA-unit3;11.6;1;FALSE;FALSE;230
31;MANAUARA-unit4;16.7;1;FALSE;FALSE;91
32;MANAUARA-unit5;10.0;1;FALSE;FALSE;12
33;N.FLU_DESSEM-unit1;175.0;1;FALSE;FALSE;15663
34;N.FLU_DESSEM-unit2;175.0;1;FALSE;FALSE;15663
35;N.FLU_DESSEM-unit3;175.0;1;FALSE;FALSE;15663
36;N.FLU_DESSEM-unit4;175.0;1;FALSE;FALSE;15663
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;12010
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;12010
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;12010
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;12010
41;TERMORIO-unit1;0.0;0;FALSE;FALSE;3600
42;TERMORIO-unit2;0.0;0;FALSE;FALSE;3600
43;TERMORIO-unit3;0.0;0;FALSE;FALSE;3600
44;TERMORIO-unit4;0.0;0;FALSE;FALSE;3600
45;TERMORIO-unit5;0.0;0;FALSE;FALSE;3600
46;TERMORIO-unit6;0.0;0;FALSE;FALSE;3600
47;TERMORIO-unit7;0.0;0;FALSE;FALSE;3600
48;TERMORIO-unit8;0.0;0;FALSE;FALSE;3600
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
51;T.LAGOAS-unit3;0.0;0;FALSE;FALSE;3600
52;T.LAGOAS-unit4;0.0;0;FALSE;FALSE;3600
53;T.LAGOAS-unit5;0.0;0;FALSE;FALSE;3600
54;T.LAGOAS-unit6;0.0;0;FALSE;FALSE;3600
55;MARANHAO 3-unit1;0;0;FALSE;FALSE;336
56;MARANHAO 3-unit2;0.0;0;FALSE;FALSE;3600
57;MARANHAO 3-unit3;0.0;0;FALSE;FALSE;3600
58;TERMOPERNAMB-unit1;164.7;1;FALSE;FALSE;7331
59;TERMOPERNAMB-unit2;160.5;1;FALSE;FALSE;7331
60;TERMOPERNAMB-unit3;207.80000000000004;1;FALSE;FALSE;7331
61;B FLUMINENSE-unit1;0.0;0;FALSE;FALSE;3600
62;B FLUMINENSE-unit2;0.0;0;FALSE;FALSE;3600
63;B FLUMINENSE-unit3;0.0;0;FALSE;FALSE;3600
64;MARANHAO 4-unit1;0;0;FALSE;FALSE;72
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;0;0;FALSE;FALSE;72
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;10897
69;FORTALEZA-unit2;0;0;FALSE;FALSE;10897
