<BEGIN>;;
ID;Name;Initial reservoir volume (hm3)
1;ITAIPU;27854.61358
2;TUCURUI;45792.07
3;BELO MONTE;1969.69
4;JIRAU;2661.228723
5;STO ANTONIO;2077.3
6;I. SOLTEIRA;19853.9582
7;XINGO;3767.9832
8;P.AFONSO 4;120.01585
9;ITUMBIARA;9842.2874
10;TELES PIRES;897.22
11;SAO SIMAO;12178.238
12;G.B. MUNHOZ;2736.1415
13;JUPIA;3320.67275
14;P. PRIMAVERA;15859.11221
15;MARIMBONDO;5216.876
16;ITAPARICA;8608.1404
17;ITA;4963.50722
18;SLT.SANTIAGO;3183.9397
19;P.AFONSO 123;16.2
20;A. VERMELHA;8543.88
21;FURNAS;14913.1044
22;SERRA MESA;20595.8
23;SEGREDO;2638.63
24;SALTO CAXIAS;3394.593168
25;EMBORCACAO;8782.9456
26;MACHADINHO;2302.1317
27;LC BARRETO;1358.748775
28;ESTREITO TOC;4659.218688
29;SALTO OSORIO;1111.549633
30;SOBRADINHO;21756.7941
31;LAJEADO;5138.634531
32;CAMPOS NOVOS;1353.2683
33;TRES IRMAOS;12380.0676
34;BARRA GRANDE;2879.967022
35;CACH.DOURADA;358.71807
36;MOXOTO;1112.092
37;TRES MARIAS;18958.1306
38;PIMENTAL;2460.03
39;CHAVANTES;6545.5723
40;ROSANA;1851.003732
41;TAQUARUCU;658.113385
42;CAPIVARA;7059.808
43;FONTES;467
44;NILO PEÇANHA;38
45;PEREIRA PASSOS;15.4
46;FUNIL;748.245
47;LAJES;435.864258
48;PARAIBUNA;3418.4812
49;SANTA BRANCA;297.3508
50;JAGUARI;1057.7336
51;SANTA CECÍLIA;4
52;SANTANA;10.1076
53;VIGARIO;17.4882
54;PICADA;7
55;SOBRAGI;0.087
56;SIMPLÍCIO;126.5
57;ILHA DOS POMBOS;8
58;CORUMBÁ IV;3589.05012
59;CORUMBÁ III;915.0079
60;CORUMBÁ I;1378.254
61;BATALHA;1536.97764
62;SERRA DO FACÃO;2744.0466
63;NOVA PONTE;6259.866
64;MIRANDA;1080.74624
65;AMADOR AGUIAR I;233.743216
66;AMADOR AGUIAR II;869.94976
67;ESPORA;211.420665
68;SALTO;1187.4
69;SALTO DO RIO VERDINHO;394.3
70;CAÇU;231.77
71;BARRA DOS COQUEIROS;346.079776
72;FOZ DO RIO CLARO;95.33
73;CAMARGOS;619.6992
74;ITUTINGA;4.17
75;FUNIL - GRANDE;265.433746
76;MASCARENHAS DE MORAES;3463
77;JAGUARA;450
78;IGARAPAVA;241.84
79;VOLTA GRANDE;2192.276
80;PORTO COLÔMBIA;1405.29825
81;CACONDE;528.405275
82;E. DA CUNHA;13.34
83;A. S. OLIVEIRA;22.77034
84;SÃO DOMINGOS;120.473801
85;GUARAPIRANGA;163.4734
86;BILLINGS;984.40123
87;PEDREIRA;0.64
88;TRAIÇÃO;0.64
90;EDGARD DE SOUZA;0.64
91;BARRA BONITA;2803.7294
92;BARIRI;516.223641
93;IBITINGA;983.16
94;PROMISSÃO;7155.00222
95;N.AVANHANDAVA;2683.0586
96;HENRY BORDEN;1
97;JURUMIRIM;5342.613418
98;PIRAJU;107.167924
99;OURINHOS;22.34
100;L. N. GARCEZ;40.77128
101;CANOAS II;151
102;CANOAS I;212
103;MAUÁ;1559.5192
104;SANTA CLARA - PR;203.0076
105;FUNDÃO;30.6
106;JORDÃO;110
107;BAIXO IGUAÇU;211.92
108;MANSO;6587.7411
109;ITIQUIRA I;5
110;ITIQUIRA II;0.3
111;PONTE PEDRA;98.7
112;JAURU;17.15
113;PASSO FUNDO;575.88619
114;MONJOLINHO;144.116818
115;GARIBALDI;253.815
116;QUEBRA-QUEIXO;119.923501
117;SÃO JOSÉ;165.53
118;PASSO S. JOÃO;82.27831
119;FOZ DO CHAPECÓ;1442.137956
120;ERNESTINA;202.2125
121;PASSO REAL;1887.0916
122;JACUÍ;25.385402
123;ITAÚBA;580.6082
124;DONA FRANCISCA;330
125;CASTRO ALVES;89.7494932
126;MONTE CLARO;11.35
127;14 DE JULHO;51.884413
128;SALTO PILÃO;0.1884
129;CAPIVARI-CACHOEIRA;59.27
130;ROSAL;17
131;GUILMAN-AMORIM;2.7281
132;SÁ CARVALHO;1.8
133;CANDONGA;54.44
134;BAGUARI;38.07
135;AIMORÉS;184.65
136;MASCARENHAS;24.43
137;SALTO GRANDE;78
138;PORTO ESTRELA;89.04
139;SANTA CLARA - MG;146
140;IRAPÉ;4785.557093
141;ITAPEBI;1600.241309
142;PEDRA DO CAVALO;113.2488
143;RETIRO BAIXO;241.136343
144;QUEIMADO;444.5177
145;BOA ESPERANÇA;4591.8952
146;CANA BRAVA;2276.6573
147;SÃO SALVADOR;941.727293
148;PEIXE ANGICAL;2694.759762
149;DARDANELOS;0.12
150;RONDON II;478.29
151;GUAPORÉ;21.60418
152;SAMUEL;3361.339122
153;BALBINA;11482.52304
154;SANTO ANTÔNIO JARI;133.39
155;SINOP;2933.2604
156;COLÍDER;1485.992
157;SÃO MANOEL;490.27
158;CURUÁ-UNA;504.23164
159;CACHOEIRA CALDEIRÃO;230.56
160;COARACY NUNES;138.8
161;FERREIRA GOMES;137.31
162;FONTES BC;37.2
</END>;;
