<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;7688
1;CANDIOTA 3;325.0;1;FALSE;FALSE;524
2;P. PECEM-unit1;0;0;FALSE;FALSE;196
3;P. PECEM-unit2;0;0;FALSE;FALSE;218
4;P.ITAQUI;0;0;FALSE;FALSE;165
5;PECEM 2;0;0;FALSE;FALSE;188
6;J.LACERDA-C-unit7;180.01;1;FALSE;FALSE;1008
7;J.LACERDA-B-unit5;80.01;1;FALSE;FALSE;905
8;J.LACERDA-B-unit6;80.0;1;FALSE;FALSE;257
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;311
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;311
11;J.LACERDA-A2-unit3;35.01;1;FALSE;FALSE;1026
12;J.LACERDA-A2-unit4;35.0;1;FALSE;FALSE;504
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;7318
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;7318
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;1318
16;CUBATAO-unit1;0;0;FALSE;FALSE;329
17;CUBATAO-unit2;0;0;FALSE;FALSE;245
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;668
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;342
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;71
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;347
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;2826
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;311
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;1062
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;1154
26;JARAQUI-unit6;23.6;1;FALSE;FALSE;3468
27;JARAQUI-unit7;36.1;1;FALSE;FALSE;3468
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;164
29;MANAUARA-unit2;16.7;1;FALSE;FALSE;23
30;MANAUARA-unit3;10.0;1;FALSE;FALSE;209
31;MANAUARA-unit4;10.0;1;FALSE;FALSE;10
32;MANAUARA-unit5;11.6;1;FALSE;FALSE;96
33;N.FLU_DESSEM-unit1;175.0;1;FALSE;FALSE;15159
34;N.FLU_DESSEM-unit2;175.0;1;FALSE;FALSE;15159
35;N.FLU_DESSEM-unit3;175.0;1;FALSE;FALSE;15159
36;N.FLU_DESSEM-unit4;175.0;1;FALSE;FALSE;15159
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;11506
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;11506
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;11506
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;11506
41;TERMORIO-unit1;0.0;0;FALSE;FALSE;3600
42;TERMORIO-unit2;0.0;0;FALSE;FALSE;3600
43;TERMORIO-unit3;0.0;0;FALSE;FALSE;3600
44;TERMORIO-unit4;0.0;0;FALSE;FALSE;3600
45;TERMORIO-unit5;0.0;0;FALSE;FALSE;3600
46;TERMORIO-unit6;0.0;0;FALSE;FALSE;3600
47;TERMORIO-unit7;0.0;0;FALSE;FALSE;3600
48;TERMORIO-unit8;0.0;0;FALSE;FALSE;3600
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
51;T.LAGOAS-unit3;0.0;0;FALSE;FALSE;3600
52;T.LAGOAS-unit4;0.0;0;FALSE;FALSE;3600
53;T.LAGOAS-unit5;0.0;0;FALSE;FALSE;3600
54;T.LAGOAS-unit6;0.0;0;FALSE;FALSE;3600
55;MARANHAO 3-unit1;155.0;1;FALSE;FALSE;1104
56;MARANHAO 3-unit2;0.0;0;FALSE;FALSE;3600
57;MARANHAO 3-unit3;0.0;0;FALSE;FALSE;3600
