<BEGIN>
ID;Name;New generation cost ($/(MWh/h)
0;PAMPA SUL;180.0;
1;CANDIOTA 3;84.68;
2;P. PECEM-unit1;130.79;
3;P. PECEM-unit2;130.79;
4;P.ITAQUI;137.78;
5;PECEM 2;143.13;
6;J.LACERDA-C-unit7;193.62;
7;J.LACERDA-B-unit5;228.12;
8;J.LACERDA-B-unit6;228.12;
9;J.LACERDA-A1-unit1;254.97;
10;J.LACERDA-A1-unit2;254.97;
11;J.LACERDA-A2-unit3;235.35;
12;J.LACERDA-A2-unit4;235.35;
13;ARAUCARIA-unit1;694.77;
14;ARAUCARIA-unit2;694.77;
15;ARAUCARIA-unit3;694.77;
16;CUBATAO-unit1;326.8;
17;CUBATAO-unit2;326.8;
18;SEROPEDICA-unit1;354.24;
19;SEROPEDICA-unit2;354.24;
20;SEROPEDICA-unit3;354.24;
21;SEROPEDICA-unit4;354.24;
22;SEROPEDICA-unit5;354.24;
23;SEROPEDICA-unit6;354.24;
24;SEROPEDICA-unit7;354.24;
25;SEROPEDICA-unit8;354.24;
26;JARAQUI-unit6;0.0;
27;JARAQUI-unit7;0.0;
28;MANAUARA-unit1;0.0;
29;MANAUARA-unit2;0.0;
30;MANAUARA-unit3;0.0;
31;MANAUARA-unit4;0.0;
32;MANAUARA-unit5;0.0;
33;N.FLU_DESSEM-unit1;0.0;
34;N.FLU_DESSEM-unit2;0.0;
35;N.FLU_DESSEM-unit3;0.0;
36;N.FLU_DESSEM-unit4;0.0;
37;P. NEGRA-unit1;0.0;
38;P. NEGRA-unit2;0.0;
39;P. NEGRA-unit3;0.0;
40;P. NEGRA-unit4;0.0;
41;TERMORIO-unit1;256.97;
42;TERMORIO-unit2;256.97;
43;TERMORIO-unit3;256.97;
44;TERMORIO-unit4;256.97;
45;TERMORIO-unit5;256.97;
46;TERMORIO-unit6;256.97;
47;TERMORIO-unit7;256.97;
48;TERMORIO-unit8;256.97;
49;T.LAGOAS-unit1;216.44;
50;T.LAGOAS-unit2;216.44;
51;T.LAGOAS-unit3;216.44;
52;T.LAGOAS-unit4;216.44;
53;T.LAGOAS-unit5;216.44;
54;T.LAGOAS-unit6;216.44;
55;MARANHAO 3-unit1;82.48;
56;MARANHAO 3-unit2;82.48;
57;MARANHAO 3-unit3;82.48;
58;TERMOPERNAMB-unit1;138.51;
59;TERMOPERNAMB-unit2;138.51;
60;TERMOPERNAMB-unit3;138.51;
61;B FLUMINENSE-unit1;103.14;
62;B FLUMINENSE-unit2;103.14;
63;B FLUMINENSE-unit3;103.14;
64;MARANHAO 4-unit1;109.23;
65;MARANHAO 4-unit2;109.23;
66;MARANHAO 5-unit1;109.23;
67;MARANHAO 5-unit2;109.23;
68;FORTALEZA-unit1;180.57;
69;FORTALEZA-unit2;180.57;
70;FORTALEZA-unit3;180.57;
71;LINHARES-unit1;171.88;
72;LINHARES-unit2;171.88;
73;LINHARES-unit3;171.88;
74;LINHARES-unit4;171.88;
75;N VENECIA;223.51;
76;J.DEFORA-unit1;283.74;
77;J.DEFORA-unit2;283.74;
78;RALMEIDA(L)-unit1;345.02;
79;RALMEIDA(L)-unit2;345.02;
80;RALMEIDA(L)-unit3;345.02;
81;RALMEIDA(L)-unit4;345.02;
82;IBIRITE-gas;346.37;
83;IBIRITE-steam;346.37;
84;TERMOCEARA(L)-unit1;368.23;
85;TERMOCEARA(L)-unit2;368.23;
86;TERMOCEARA(L)-unit3;368.23;
87;TERMOCEARA(L)-unit4;368.23;
88;TERMOBAHIA;285.88;
89;VALE DO ACU-unit1;286.05;
90;VALE DO ACU-unit2;286.05;
91;URUGUAIANA-unit1;278.48;
92;URUGUAIANA-unit2;278.48;
93;URUGUAIANA-unit3;278.48;
94;M.COVAS-unit1;511.77;
95;M.COVAS-unit2;511.77;
96;M.COVAS-unit3;511.77;
97;NPIRATININGA-unit1;548.04;
98;NPIRATININGA-unit2;548.04;
99;NPIRATININGA-unit3;548.04;
100;NPIRATININGA-unit4;548.04;
101;NPIRATININGA-unit5;548.04;
102;NPIRATININGA-unit6;548.04;
103;TERMOMACAE-unit1;591.17;
104;TERMOMACAE-unit2;591.17;
105;TERMOMACAE-unit3;591.17;
106;TERMOMACAE-unit4;591.17;
107;TERMOMACAE-unit5;591.17;
108;TERMOMACAE-unit6;591.17;
109;TERMOMACAE-unit7;591.17;
110;TERMOMACAE-unit8;591.17;
111;TERMOMACAE-unit9;591.17;
112;TERMOMACAE-unit10;591.17;
113;TERMOMACAE-unit11;591.17;
114;TERMOMACAE-unit12;591.17;
115;TERMOMACAE-unit13;591.17;
116;TERMOMACAE-unit14;591.17;
117;TERMOMACAE-unit15;591.17;
118;TERMOMACAE-unit16;591.17;
119;TERMOMACAE-unit17;591.17;
120;TERMOMACAE-unit18;591.17;
121;TERMOMACAE-unit19;591.17;
122;TERMOMACAE-unit20;591.17;
123;S.TIARAJU(L)-gas;698.14;
124;S.TIARAJU(L)-steam;698.14;
125;TNORTE 2-unit1;910.86;
126;TNORTE 2-unit2;910.86;
127;TNORTE 2-unit3;910.86;
128;TNORTE 2-unit4;910.86;
129;APAREC B1-unit1;63.95;
130;APAREC B1-unit2;63.95;
131;APAREC B1-unit3;63.95;
132;APAREC B1-unit4;63.95;
133;SUZANO MA;800.0;
134;ANGRA 2;20.12;
135;ANGRA 1;31.17;
136;CRIST.ROCHA-unit1;0.0;
137;CRIST.ROCHA-unit2;0.0;
138;CRIST.ROCHA-unit3;0.0;
139;CRIST.ROCHA-unit4;0.0;
140;CRIST.ROCHA-unit5;0.0;
141;TAMBAQUI-unit1;0.0;
142;TAMBAQUI-unit2;0.0;
143;TAMBAQUI-unit3;0.0;
144;MARACANAU-unit1;754.61;
145;MARACANAU-unit2;754.61;
146;MARACANAU-unit3;754.61;
147;MARACANAU-unit4;754.61;
148;MARACANAU-unit5;754.61;
149;MARACANAU-unit6;754.61;
150;MARACANAU-unit7;754.61;
151;MARACANAU-unit8;754.61;
152;T.NORDESTE-unit1;772.48;
153;T.NORDESTE-unit2;772.48;
154;T.NORDESTE-unit3;772.48;
155;T.PARAIBA-unit1;772.48;
156;T.PARAIBA-unit2;772.48;
157;T.PARAIBA-unit3;772.48;
158;GERAMAR I-unit1;777.75;
159;GERAMAR I-unit2;777.75;
160;GERAMAR I-unit3;777.75;
161;GERAMAR I-unit4;777.75;
162;GERAMAR I-unit5;655.0000000000001;
163;GERAMAR I-unit6;655.0000000000001;
164;GERAMAR I-unit7;655.0000000000001;
165;GERAMAR I-unit8;655.0000000000001;
166;GERAMAR I-unit9;655.0000000000001;
167;GERAMAR I-unit10;655.0000000000001;
168;GERAMAR I-unit11;655.0000000000001;
169;GERAMAR I-unit12;655.0000000000001;
170;GERAMAR I-unit13;655.0000000000001;
171;GERAMAR I-unit14;655.0000000000001;
172;GERAMAR I-unit15;655.0000000000001;
173;GERAMAR I-unit16;655.0000000000001;
174;GERAMAR I-unit17;655.0000000000001;
175;GERAMAR I-unit18;655.0000000000001;
176;GERAMAR I-unit19;655.0000000000001;
177;GERAMAR II-unit1;777.75;
178;GERAMAR II-unit2;777.75;
179;GERAMAR II-unit3;777.75;
180;GERAMAR II-unit4;777.75;
181;GERAMAR II-unit5;655.0000000000001;
182;GERAMAR II-unit6;655.0000000000001;
183;GERAMAR II-unit7;655.0000000000001;
184;GERAMAR II-unit8;655.0000000000001;
185;GERAMAR II-unit9;655.0000000000001;
186;GERAMAR II-unit10;655.0000000000001;
187;GERAMAR II-unit11;655.0000000000001;
188;GERAMAR II-unit12;655.0000000000001;
189;GERAMAR II-unit13;655.0000000000001;
190;GERAMAR II-unit14;655.0000000000001;
191;GERAMAR II-unit15;655.0000000000001;
192;GERAMAR II-unit16;655.0000000000001;
193;GERAMAR II-unit17;655.0000000000001;
194;GERAMAR II-unit18;655.0000000000001;
195;GERAMAR II-unit19;655.0000000000001;
