ITAIPU;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;1835.0;
TUCURUI;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;5790.0;
BELO MONTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
JIRAU;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;30535.0;
STO ANTONIO;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;464.0;
I. SOLTEIRA;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;505.0;
XINGO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
P.AFONSO 4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
ITUMBIARA;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;921.0;
TELES PIRES;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;1689.0;
SAO SIMAO;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;1154.0;
G.B. MUNHOZ;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;146.0;
JUPIA;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;448.0;
P. PRIMAVERA;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;936.0;
MARIMBONDO;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;432.0;
