<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;371
1;CANDIOTA 3;262.5;1;FALSE;FALSE;288
2;P. PECEM-unit1;360.0;1;FALSE;FALSE;1488
3;P. PECEM-unit2;0;0;FALSE;FALSE;408
4;P.ITAQUI;360.0;1;FALSE;FALSE;568
5;PECEM 2;365.0;1;FALSE;FALSE;833
6;J.LACERDA-C-unit7;310.0;1;FALSE;FALSE;1522
7;J.LACERDA-B-unit5;131.0;1;FALSE;FALSE;817
8;J.LACERDA-B-unit6;89.0;1;FALSE;FALSE;817
9;J.LACERDA-A1-unit1;40.0;1;FALSE;FALSE;144
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;49
11;J.LACERDA-A2-unit3;0;0;FALSE;FALSE;56
12;J.LACERDA-A2-unit4;55.00000000000001;1;FALSE;FALSE;872
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;3212
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;3212
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;3212
16;CUBATAO-unit1;161.0;1;FALSE;FALSE;312
17;CUBATAO-unit2;0;0;FALSE;FALSE;312
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;1630
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;1630
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;593
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;1630
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;1630
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;523
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;169
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;479
26;JARAQUI-unit6;23.9;1;FALSE;FALSE;2958
27;JARAQUI-unit7;36.1;1;FALSE;FALSE;2958
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;2296
