<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus1;191.85143;184.31046;179.28566;176.31884;178.21159;181.89946;192.22697;199.76042;204.11676;208.99134;207.15868;208.12759;201.52549;199.80549;198.94173;202.22401;219.4841;239.95887;234.08533;238.02105;237.63799;226.66454;214.79729;200.56409;190.86749;183.73963;175.48513;177.79849;179.64618;190.99518;204.3496;212.3337;218.68043;228.06908;229.1807;225.77825;
Bus2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus3;76.55805;73.54884;71.54369;70.35979;71.11509;72.58673;76.70791;79.71412;81.45251;83.39771;82.66639;83.05303;80.41847;79.73211;79.38743;80.69721;87.58483;95.75526;93.41143;94.98197;94.82911;90.45017;85.71456;80.03483;76.16541;73.32105;70.0271;70.95024;71.68756;76.21636;81.54543;84.73147;87.26413;91.01065;91.45424;90.0965;
Bus4;86.90606;83.49011;81.21394;79.87001;80.7274;82.39795;87.07618;90.48873;92.46209;94.67021;93.84004;94.27894;91.28828;90.50914;90.11787;91.6047;99.42328;108.69807;106.03744;107.82026;107.64674;102.67592;97.30022;90.85278;86.46035;83.23153;79.49235;80.54027;81.37725;86.51819;92.56756;96.18425;99.05923;103.31216;103.81571;102.27444;
Bus5;23.29697;22.38125;21.77108;21.41081;21.64065;22.08848;23.34257;24.25738;24.78638;25.37831;25.15576;25.27342;24.47171;24.26285;24.15796;24.55654;26.65247;29.13877;28.42553;28.90345;28.85694;27.52441;26.08334;24.35497;23.17749;22.31193;21.30957;21.59049;21.81486;23.19299;24.81465;25.78418;26.55488;27.69496;27.82995;27.41678;
Bus6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus7;15.73243;15.11404;14.70199;14.4587;14.61392;14.91633;15.76322;16.38099;16.73822;17.13795;16.98767;17.06712;16.52573;16.38468;16.31385;16.58301;17.99839;19.67739;19.19574;19.51848;19.48707;18.58721;17.61406;16.44689;15.65174;15.06723;14.39034;14.58004;14.73156;15.66221;16.75731;17.41204;17.93249;18.70239;18.79354;18.51453;
Bus8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus9;7.2502;6.96522;6.77533;6.66321;6.73474;6.87411;7.26439;7.54909;7.71371;7.89793;7.82867;7.86529;7.61579;7.55079;7.51815;7.64219;8.29446;9.06821;8.84625;8.99498;8.98051;8.56581;8.11734;7.57946;7.21302;6.94365;6.63171;6.71913;6.78895;7.21784;7.72251;8.02424;8.26409;8.61889;8.6609;8.53232;
Bus10;67.93893;65.2685;63.48911;62.43849;63.10876;64.41471;68.07192;70.73968;72.28236;74.00856;73.35957;73.70269;71.36473;70.75564;70.44977;71.61209;77.72428;84.97486;82.89491;84.28864;84.15299;80.26704;76.06458;71.02428;67.5905;65.06636;62.14325;62.96247;63.61678;67.63571;72.36481;75.19217;77.43969;80.76442;81.15807;79.95319;
