<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
0;PAMPA SUL;0;0;FALSE;FALSE;4496
1;CANDIOTA 3;0;0;FALSE;FALSE;1940
2;P. PECEM-unit1;0;0;FALSE;FALSE;4818
3;P. PECEM-unit2;0;0;FALSE;FALSE;4675
4;P.ITAQUI;0;0;FALSE;FALSE;4809
5;PECEM 2;0;0;FALSE;FALSE;5134
6;J.LACERDA-C-unit7;0;0;FALSE;FALSE;454
7;J.LACERDA-B-unit5;0;0;FALSE;FALSE;1130
8;J.LACERDA-B-unit6;80.01;1;FALSE;FALSE;440
9;J.LACERDA-A1-unit1;0;0;FALSE;FALSE;4224
10;J.LACERDA-A1-unit2;0;0;FALSE;FALSE;4317
11;J.LACERDA-A2-unit3;35.01;1;FALSE;FALSE;443
12;J.LACERDA-A2-unit4;35.0;1;FALSE;FALSE;414
13;ARAUCARIA-unit1;0;0;FALSE;FALSE;4126
14;ARAUCARIA-unit2;0;0;FALSE;FALSE;4126
15;ARAUCARIA-unit3;0;0;FALSE;FALSE;4126
16;CUBATAO-unit1;125.0;1;FALSE;FALSE;696
17;CUBATAO-unit2;0;0;FALSE;FALSE;624
18;SEROPEDICA-unit1;0;0;FALSE;FALSE;5016
19;SEROPEDICA-unit2;0;0;FALSE;FALSE;7126
20;SEROPEDICA-unit3;0;0;FALSE;FALSE;4993
21;SEROPEDICA-unit4;0;0;FALSE;FALSE;246
22;SEROPEDICA-unit5;0;0;FALSE;FALSE;7126
23;SEROPEDICA-unit6;0;0;FALSE;FALSE;6019
24;SEROPEDICA-unit7;0;0;FALSE;FALSE;5665
25;SEROPEDICA-unit8;0;0;FALSE;FALSE;5975
26;JARAQUI-unit6;36.1;1;FALSE;FALSE;276
27;JARAQUI-unit7;26.899999999999995;1;FALSE;FALSE;276
28;MANAUARA-unit1;16.7;1;FALSE;FALSE;264
29;MANAUARA-unit2;16.7;1;FALSE;FALSE;228
30;MANAUARA-unit3;16.7;1;FALSE;FALSE;19
31;MANAUARA-unit4;0;0;FALSE;FALSE;1
32;MANAUARA-unit5;14.899999999999999;1;FALSE;FALSE;10
33;N.FLU_DESSEM-unit1;0;0;FALSE;FALSE;11967
34;N.FLU_DESSEM-unit2;133.33333333333331;1;FALSE;FALSE;11967
35;N.FLU_DESSEM-unit3;133.33333333333331;1;FALSE;FALSE;11967
36;N.FLU_DESSEM-unit4;133.33333333333331;1;FALSE;FALSE;11967
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;8314
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;8314
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;8314
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;8314
41;TERMORIO-unit1;0.0;0;FALSE;FALSE;3600
42;TERMORIO-unit2;0.0;0;FALSE;FALSE;3600
43;TERMORIO-unit3;0.0;0;FALSE;FALSE;3600
44;TERMORIO-unit4;0.0;0;FALSE;FALSE;3600
45;TERMORIO-unit5;0.0;0;FALSE;FALSE;3600
46;TERMORIO-unit6;0.0;0;FALSE;FALSE;3600
47;TERMORIO-unit7;0.0;0;FALSE;FALSE;3600
48;TERMORIO-unit8;0.0;0;FALSE;FALSE;3600
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
51;T.LAGOAS-unit3;0.0;0;FALSE;FALSE;3600
52;T.LAGOAS-unit4;0.0;0;FALSE;FALSE;3600
53;T.LAGOAS-unit5;0.0;0;FALSE;FALSE;3600
54;T.LAGOAS-unit6;0.0;0;FALSE;FALSE;3600
55;MARANHAO 3-unit1;155.0;1;FALSE;FALSE;2441
56;MARANHAO 3-unit2;155.0;1;FALSE;FALSE;2441
57;MARANHAO 3-unit3;180.0;1;FALSE;FALSE;2441
58;TERMOPERNAMB-unit1;0.0;0;FALSE;FALSE;3600
59;TERMOPERNAMB-unit2;0.0;0;FALSE;FALSE;3600
60;TERMOPERNAMB-unit3;0.0;0;FALSE;FALSE;3600
61;B FLUMINENSE-unit1;0.0;0;FALSE;FALSE;3600
62;B FLUMINENSE-unit2;0.0;0;FALSE;FALSE;3600
63;B FLUMINENSE-unit3;0.0;0;FALSE;FALSE;3600
64;MARANHAO 4-unit1;0;0;FALSE;FALSE;4703
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;0;0;FALSE;FALSE;4704
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;5773
69;FORTALEZA-unit2;0;0;FALSE;FALSE;7201
70;FORTALEZA-unit3;0;0;FALSE;FALSE;5135
71;LINHARES-unit1;51.0;1;FALSE;FALSE;6313
72;LINHARES-unit2;51.0;1;FALSE;FALSE;2267
73;LINHARES-unit3;51.0;1;FALSE;FALSE;6313
74;LINHARES-unit4;34.0;1;FALSE;FALSE;2232
75;N VENECIA;0;0;FALSE;FALSE;6663
76;J.DEFORA-unit1;0;0;FALSE;FALSE;4185
77;J.DEFORA-unit2;0;0;FALSE;FALSE;5471
78;RALMEIDA(L)-unit1;0;0;FALSE;FALSE;5654
79;RALMEIDA(L)-unit2;0;0;FALSE;FALSE;7660
80;RALMEIDA(L)-unit3;0;0;FALSE;FALSE;6023
81;RALMEIDA(L)-unit4;0;0;FALSE;FALSE;8376
82;IBIRITE-gas;0;0;FALSE;FALSE;3362
83;IBIRITE-steam;0.0;0;FALSE;FALSE;3600
84;TERMOCEARA(L)-unit1;0;0;FALSE;FALSE;5712
85;TERMOCEARA(L)-unit2;0;0;FALSE;FALSE;4656
86;TERMOCEARA(L)-unit3;0;0;FALSE;FALSE;5688
87;TERMOCEARA(L)-unit4;0;0;FALSE;FALSE;5712
88;TERMOBAHIA;150.0;1;FALSE;FALSE;456
89;VALE DO ACU-unit1;120.0;1;FALSE;FALSE;480
90;VALE DO ACU-unit2;0;0;FALSE;FALSE;2189
91;URUGUAIANA-unit1;0;0;FALSE;FALSE;8708
92;URUGUAIANA-unit2;0;0;FALSE;FALSE;8708
93;URUGUAIANA-unit3;0;0;FALSE;FALSE;8708
94;M.COVAS-unit1;0;0;FALSE;FALSE;622
95;M.COVAS-unit2;0.0;0;FALSE;FALSE;3600
96;M.COVAS-unit3;0.0;0;FALSE;FALSE;3600
97;NPIRATININGA-unit1;0;0;FALSE;FALSE;11424
98;NPIRATININGA-unit2;0;0;FALSE;FALSE;11424
99;NPIRATININGA-unit3;0;0;FALSE;FALSE;11424
100;NPIRATININGA-unit4;0;0;FALSE;FALSE;10887
101;NPIRATININGA-unit5;0;0;FALSE;FALSE;10887
102;NPIRATININGA-unit6;0;0;FALSE;FALSE;7883
103;TERMOMACAE-unit1;0;0;FALSE;FALSE;5972
104;TERMOMACAE-unit2;0;0;FALSE;FALSE;8376
105;TERMOMACAE-unit3;0;0;FALSE;FALSE;4163
106;TERMOMACAE-unit4;0;0;FALSE;FALSE;8376
107;TERMOMACAE-unit5;0;0;FALSE;FALSE;8376
108;TERMOMACAE-unit6;0;0;FALSE;FALSE;8376
109;TERMOMACAE-unit7;0;0;FALSE;FALSE;8376
110;TERMOMACAE-unit8;0;0;FALSE;FALSE;8376
111;TERMOMACAE-unit9;0;0;FALSE;FALSE;8376
112;TERMOMACAE-unit10;0;0;FALSE;FALSE;8376
113;TERMOMACAE-unit11;0;0;FALSE;FALSE;8376
114;TERMOMACAE-unit12;0;0;FALSE;FALSE;5976
115;TERMOMACAE-unit13;0;0;FALSE;FALSE;8376
116;TERMOMACAE-unit14;0;0;FALSE;FALSE;6076
117;TERMOMACAE-unit15;0;0;FALSE;FALSE;8376
118;TERMOMACAE-unit16;0;0;FALSE;FALSE;8376
119;TERMOMACAE-unit17;0;0;FALSE;FALSE;8376
120;TERMOMACAE-unit18;0;0;FALSE;FALSE;8376
121;TERMOMACAE-unit19;0;0;FALSE;FALSE;5976
122;TERMOMACAE-unit20;0;0;FALSE;FALSE;8376
123;S.TIARAJU(L)-gas;0;0;FALSE;FALSE;3171
124;S.TIARAJU(L)-steam;0.0;0;FALSE;FALSE;3600
125;TNORTE 2-unit1;0;0;FALSE;FALSE;8376
126;TNORTE 2-unit2;0;0;FALSE;FALSE;8376
127;TNORTE 2-unit3;0;0;FALSE;FALSE;8376
128;TNORTE 2-unit4;0;0;FALSE;FALSE;8376
129;APAREC B1-unit1;43.0;1;FALSE;FALSE;155
130;APAREC B1-unit2;0;0;FALSE;FALSE;1537
131;APAREC B1-unit3;40.0;1;FALSE;FALSE;157
132;APAREC B1-unit4;30.0;1;FALSE;FALSE;150
133;SUZANO MA;0.0;0;FALSE;FALSE;3600
134;ANGRA 2;1215.0;1;FALSE;FALSE;743
135;ANGRA 1;640.0;1;FALSE;FALSE;4491
136;CRIST.ROCHA-unit1;17.08;1;FALSE;FALSE;384
137;CRIST.ROCHA-unit2;17.08;1;FALSE;FALSE;11
138;CRIST.ROCHA-unit3;17.08;1;FALSE;FALSE;82
139;CRIST.ROCHA-unit4;0;0;FALSE;FALSE;8
140;CRIST.ROCHA-unit5;13.77;1;FALSE;FALSE;67
141;TAMBAQUI-unit1;0;0;FALSE;FALSE;1534
142;TAMBAQUI-unit2;38.0;1;FALSE;FALSE;6832
143;TAMBAQUI-unit3;25.0;1;FALSE;FALSE;1586
144;MARACANAU-unit1;0;0;FALSE;FALSE;6021
145;MARACANAU-unit2;0;0;FALSE;FALSE;8708
146;MARACANAU-unit3;0;0;FALSE;FALSE;6021
147;MARACANAU-unit4;0;0;FALSE;FALSE;6021
148;MARACANAU-unit5;0;0;FALSE;FALSE;6021
149;MARACANAU-unit6;0;0;FALSE;FALSE;6021
150;MARACANAU-unit7;0;0;FALSE;FALSE;6021
151;MARACANAU-unit8;0;0;FALSE;FALSE;6021
152;T.NORDESTE-unit1;0;0;FALSE;FALSE;4416
153;T.NORDESTE-unit2;0;0;FALSE;FALSE;601
154;T.NORDESTE-unit3;0;0;FALSE;FALSE;600
155;T.PARAIBA-unit1;0;0;FALSE;FALSE;4409
156;T.PARAIBA-unit2;0;0;FALSE;FALSE;4975
157;T.PARAIBA-unit3;0;0;FALSE;FALSE;1257
158;GERAMAR I-unit1;0;0;FALSE;FALSE;8708
159;GERAMAR I-unit2;0;0;FALSE;FALSE;8708
160;GERAMAR I-unit3;0;0;FALSE;FALSE;8708
161;GERAMAR I-unit4;0;0;FALSE;FALSE;8708
162;GERAMAR I-unit5;0.0;0;FALSE;FALSE;3600
163;GERAMAR I-unit6;0.0;0;FALSE;FALSE;3600
164;GERAMAR I-unit7;0.0;0;FALSE;FALSE;3600
165;GERAMAR I-unit8;0.0;0;FALSE;FALSE;3600
166;GERAMAR I-unit9;0.0;0;FALSE;FALSE;3600
167;GERAMAR I-unit10;0.0;0;FALSE;FALSE;3600
168;GERAMAR I-unit11;0.0;0;FALSE;FALSE;3600
169;GERAMAR I-unit12;0.0;0;FALSE;FALSE;3600
170;GERAMAR I-unit13;0.0;0;FALSE;FALSE;3600
171;GERAMAR I-unit14;0.0;0;FALSE;FALSE;3600
172;GERAMAR I-unit15;0.0;0;FALSE;FALSE;3600
173;GERAMAR I-unit16;0.0;0;FALSE;FALSE;3600
174;GERAMAR I-unit17;0.0;0;FALSE;FALSE;3600
175;GERAMAR I-unit18;0.0;0;FALSE;FALSE;3600
176;GERAMAR I-unit19;0.0;0;FALSE;FALSE;3600
177;GERAMAR II-unit1;0;0;FALSE;FALSE;8708
178;GERAMAR II-unit2;0;0;FALSE;FALSE;8708
179;GERAMAR II-unit3;0;0;FALSE;FALSE;8708
180;GERAMAR II-unit4;0;0;FALSE;FALSE;8708
181;GERAMAR II-unit5;0.0;0;FALSE;FALSE;3600
182;GERAMAR II-unit6;0.0;0;FALSE;FALSE;3600
183;GERAMAR II-unit7;0.0;0;FALSE;FALSE;3600
184;GERAMAR II-unit8;0.0;0;FALSE;FALSE;3600
185;GERAMAR II-unit9;0.0;0;FALSE;FALSE;3600
186;GERAMAR II-unit10;0.0;0;FALSE;FALSE;3600
187;GERAMAR II-unit11;0.0;0;FALSE;FALSE;3600
188;GERAMAR II-unit12;0.0;0;FALSE;FALSE;3600
189;GERAMAR II-unit13;0.0;0;FALSE;FALSE;3600
190;GERAMAR II-unit14;0.0;0;FALSE;FALSE;3600
191;GERAMAR II-unit15;0.0;0;FALSE;FALSE;3600
192;GERAMAR II-unit16;0.0;0;FALSE;FALSE;3600
193;GERAMAR II-unit17;0.0;0;FALSE;FALSE;3600
194;GERAMAR II-unit18;0.0;0;FALSE;FALSE;3600
195;GERAMAR II-unit19;0.0;0;FALSE;FALSE;3600
196;UTE VIANA-unit1;0;0;FALSE;FALSE;6592
197;UTE VIANA-unit2;0;0;FALSE;FALSE;6568
198;UTE VIANA-unit3;0;0;FALSE;FALSE;6568
199;UTE VIANA-unit4;0;0;FALSE;FALSE;6568
200;CAMPINA GRAN-unit1;0;0;FALSE;FALSE;6021
201;CAMPINA GRAN-unit2;0;0;FALSE;FALSE;6021
202;CAMPINA GRAN-unit3;0;0;FALSE;FALSE;6021
203;CAMPINA GRAN-unit4;0;0;FALSE;FALSE;6021
204;SUAPE 2-unit1;0;0;FALSE;FALSE;8708
205;SUAPE 2-unit2;0;0;FALSE;FALSE;8708
206;SUAPE 2-unit3;0;0;FALSE;FALSE;8708
207;SUAPE 2-unit4;0;0;FALSE;FALSE;8708
208;SUAPE 2-unit5;0;0;FALSE;FALSE;8708
209;SUAPE 2-unit6;0;0;FALSE;FALSE;8708
210;SUAPE 2-unit7;0;0;FALSE;FALSE;8708
211;SUAPE 2-unit8;0;0;FALSE;FALSE;8708
212;SUAPE 2-unit9;0;0;FALSE;FALSE;8708
213;SUAPE 2-unit10;0;0;FALSE;FALSE;8708
214;SUAPE 2-unit11;0;0;FALSE;FALSE;8708
215;SUAPE 2-unit12;0;0;FALSE;FALSE;8708
216;SUAPE 2-unit13;0;0;FALSE;FALSE;8708
217;SUAPE 2-unit14;0;0;FALSE;FALSE;8708
218;SUAPE 2-unit15;0;0;FALSE;FALSE;8708
219;SUAPE 2-unit16;0;0;FALSE;FALSE;8708
220;SUAPE 2-unit17;0;0;FALSE;FALSE;8708
221;GLOBAL I-unit1;0;0;FALSE;FALSE;4800
222;GLOBAL I-unit2;0;0;FALSE;FALSE;4800
223;GLOBAL I-unit3;0;0;FALSE;FALSE;4800
224;GLOBAL I-unit4;0;0;FALSE;FALSE;4800
225;GLOBAL II-unit1;0;0;FALSE;FALSE;8708
226;GLOBAL II-unit2;0;0;FALSE;FALSE;4800
